Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2MASS J12462965-3139280,,J12462965-3139280,191.62375,-31.657777777777778,11.45,0.42,T1,,,,,,15.02,14.19,13.97,,13.33,12.38,11.41,1400,1.0,,,,2011.0,,,191.62356498341,-31.6579039593,0.0209556,0.0113519,121.71,6160573275451466752,191.62349103262,1.0096,-31.66040257347,0.7796,86.817,1.4893,58.2947,562.367,-14.163,1.162,-562.188,0.895,315,6.8178,537.77,4.406,14.46,95,0.8747,0.224,11,1.285,false,99.3336,0.696357,20.694626,32.704,5.13251,21.552042,212.035,18.931875,2.464,2.620167,,,0,,,,,97549625,,0.008095,0.170416,0.038534,20.674905,0.007966,101.154,1.039,18.7991,14.6491,-0.5038,0.726482
2MASS J21015233-2944050,,J21015233-2944050,315.46791666666667,-29.734722222222224,18.0,?,T1,,,,,,15.6,14.85,14.55,,14.06,13.79,12.78,,,,,,,,,315.4680926452,-29.73476067133,0.0159184,0.0094882,43.99,6788456636103140864,315.46834488745,0.8205,-29.73479860235,0.4176,18.5095,1.0554,17.5387,50.015,49.282,0.813,-8.534,0.823,560,1.3304,672.13,1.855,2.511,95,1.1856,0.1038,16,1.04,false,139.783,0.553475,20.323732,43.3349,6.01763,21.246449,246.781,18.767115,2.075,2.479334,,,0,,,72313154685448612,,228782,,0.005106,0.150795,0.026331,20.306438,0.005049,142.027,0.672,12.9935,13.2132,0.4755,0.567254
2MASS J20115649-6201127,,J20115649-6201127,302.98541666666665,-62.02027777777778,19.0,?,T1,,,,,,15.57,15.1,14.57,,14.43,14.12,12.37,,,,,,,,,302.98520304821,-62.02010945923,0.0053587,0.0050324,138.49,6442586188225229312,302.98821500663,0.2237,-62.02192090708,0.2898,12.7772,0.3726,34.296,516.916,317.946,0.318,-407.568,0.32,480,0.1997,577.68,1.072,1.653,95,1.0284,0.0816,22,1.006,false,248.145,0.754671,19.700602,31.1911,4.88585,21.603466,431.698,18.159945,1.865,3.443522,,,0,,,,,485681224,,0.004301,0.170095,0.021191,19.675011,0.004242,254.064,0.32,5.1783,5.2179,-0.0623,0.705227
Epsilon Indi Ba,x,J22041052-5646577,331.04375,-56.782777777777774,3.63,0.01,T1,,,20.75,,16.59,12.29,11.51,11.35,11.17,10.63,9.44,8.35,1276,0.89,47.0,1500.0,,2003.0,,,331.04414659126,-56.78284419594,0.0103141,0.009486,157.73,6412596012146801152,331.07645259656,0.5048,-56.79381206688,0.4676,270.658,0.6896,392.5098,4684.165,3981.977,0.602,-2466.832,0.626,391,68.3895,15593.07,5.843,425.5,95,0.9539,0.1258,22,4.296,false,1128.45,5.51887,18.056162,47.7076,8.02622,21.142073,2986.18,16.060108,2.689,5.081965,,,0,,,,,,,0.005982,0.182683,0.011528,18.030571,0.005873,1155.36,0.917,9.6094,10.1993,-0.0587,0.817862
2MASS J11220826-3512363,,J11220826-3512363,170.53458333333333,-35.21,15.0,1,T2,,,,,,15.02,14.36,14.38,,13.93,12.77,11.72,,,,,,2004.0,,,170.53441025567,-35.2101612801,0.0481825,0.0232233,86.41,5399148382157293696,170.53361372946,1.2106,-35.21131256672,0.9251,75.438,1.6056,46.9836,297.561,-146.429,2.979,-259.039,1.474,173,2.4408,222.23,3.263,1.862,95,1.6834,0.2657,13,1.134,false,77.4666,1.31164,20.96458,28.6249,6.95011,21.696682,171.16,19.164387,2.579,2.532295,,,0,,,,,86566484,,0.018589,0.263631,0.042609,20.946364,0.018286,78.7773,1.168,48.1098,23.3735,0.0991,0.772186
WISE J045746.08-020719.2,,,74.44208333333333,-2.1219444444444444,12.5,3.1,T2,,,,,,14.9,14.2,14.02,13.98,13.39,12.44,11.02,,,,,,2013.0,,,74.44224203064,-2.12217251266,0.0048389,0.0032346,79.22,3225582703437998336,74.44224203064,4.7918,-2.12217251266,3.3039,,,,,,,,,70,11.6592,307.27,15.573,139.4,3,,,7,,false,66.6025,1.63121,21.12864,19.5989,2.20263,22.107962,137.772,19.399998,2.363,2.707964,,,0,,,,,25388042,,0.026734,0.122053,0.114683,21.12864,0.026734,66.6025,0.925,4.7918,3.3039,0.1503,1.000032
WISE J212100.87-623921.6,,,320.25375,-62.65611111111111,14.0,2,T2,,,,,,,,,,,,,,,,,,2015.0,,,320.25486580281,-62.65640864259,0.0081995,0.005468,143.86,6451463438950932992,320.25486580281,6.5487,-62.65640864259,7.3651,,,,,,,,,43,6.2888,121.96,21.394,9.023,3,,,4,,false,62.2982,2.37929,21.201178,36.0804,12.1219,21.445364,127.242,19.486319,2.622,1.959045,,,0,,,,,,,0.041558,0.364785,0.077906,21.201178,0.041558,62.2982,1.292,6.5487,7.3651,-0.3687,2.13344
2MASS J21022212-6046181,,J21022212-6046181,315.59208333333333,-60.77166666666667,19.0,?,T2,,,,,,15.63,15.2,14.83,,,,,,,,,,,,,315.59218973345,-60.77165200814,0.0017553,0.0013493,3.92,6452884415995896064,315.59353676484,0.0739,-60.77412043497,0.0828,4.4612,0.1111,40.1371,574.774,147.992,0.084,-555.395,0.108,400,0.0902,414.55,0.0,0.0,31,,,24,1.002,false,1178.27,1.35144,18.009253,313.874,7.23939,19.096655,1275.91,16.983347,1.349,2.113308,,,0,,,,,486213446,,0.003024,0.025197,0.009048,18.009253,0.003024,1178.27,-0.001,1.3515,1.7536,0.0363,0.194337
SDSS J075840.33+324723.4,,J07584037+3247245,119.66833333333334,32.790277777777774,11.0,1,T2,,,,21.86,,14.95,14.11,13.88,,13.11,12.17,10.67,,,,,,2004.0,,,119.66813239147,32.78999577677,0.0471074,0.0266309,105.8,881250430700478080,119.66694581466,1.2767,32.78852230756,1.2074,91.9295,1.7397,52.8422,400.358,-224.44,2.868,-331.532,1.816,103,1.912,128.74,3.034,1.035,95,0.1232,0.4584,10,1.137,false,81.8666,1.45062,20.9046,23.3796,3.74949,21.91645,189.348,19.054743,2.598,2.861708,,,0,,,147341196673507488,1237657607495353070,,,0.019435,0.174147,0.076974,20.880999,0.019025,83.6657,1.138,45.9043,28.655,-0.3007,1.183408
2MASS J17374334-1057425,,J17374334-1057425,264.43041666666664,-10.961944444444443,21.0,?,T2,,,,,,15.84,15.35,15.05,,,,,,,,,,,,,264.43059945453,-10.961819211,0.0064703,0.0041791,63.21,4163150355953889792,264.43052871538,0.2786,-10.96181361642,0.2382,2.0915,0.4236,4.9372,15.677,-15.626,0.375,1.259,0.284,422,2.0997,519.81,0.96,2.255,95,1.2735,0.0594,19,1.073,false,346.388,0.874719,19.33846,60.0091,4.79764,20.893,497.337,18.00627,1.609,2.88673,,,0,,,94842644305736207,,197613185,,0.003887,0.086848,0.01665,19.314484,0.003845,354.122,0.145,6.0751,4.7352,0.3413,0.787789
SDSS J042348.57-041403.5 B,x,J04234858-0414035,65.9525,-4.234444444444445,13.64,0.26,T2,,,,,,15.46,14.64,14.39,,,,,,,52.0,2.5,19.0,,,,65.95240158833,-4.23423513971,0.0159231,0.0103583,67.99,3203124697405667712,65.95088653918,0.7,-4.23391817212,0.5746,70.1502,0.9336,75.1434,347.356,-339.956,0.955,71.318,0.724,526,17.0764,1484.17,6.679,27.54,95,0.795,0.1732,20,1.573,false,173.308,1.16202,20.09032,36.6697,4.80555,21.427774,426.685,18.172626,2.674,3.255148,,,0,,,102910659513339603,1237649963535958574,24831543,,0.007784,0.142313,0.016436,20.064729,0.007625,177.441,1.155,15.2643,11.3066,0.2945,0.832219
PSO J247.3273+03.5932,,,247.3275,3.5933333333333333,15.0,3,T2,,,,,,14.53,14.28,14.18,,,,,,,,,,2011.0,,,247.32771772449,3.59298976945,0.0071433,0.0055136,64.48,4433562940001759232,247.32771772449,6.87,3.59298976945,5.8505,,,,,,,,,42,8.2453,161.12,20.341,7.215,3,,,5,,false,63.9856,2.52417,21.172161,16.9218,8.0508,22.267426,141.675,19.369665,2.479,2.89776,,,0,,,,,,,0.04292,0.516563,0.051376,21.172161,0.04292,63.9856,1.013,6.87,5.8505,0.1995,1.463452
SDSS J075840.33+324723.4 B,x,,119.66791666666667,32.78972222222222,16.0,2,T2,,,,,,,,,,,,,,,,1.0,,,,,119.66813239147,32.78999577677,0.0471074,0.0266309,105.8,881250430700478080,119.66694581466,1.2767,32.78852230756,1.2074,91.9295,1.7397,52.8422,400.358,-224.44,2.868,-331.532,1.816,103,1.912,128.74,3.034,1.035,95,0.1232,0.4584,10,1.137,false,81.8666,1.45062,20.9046,23.3796,3.74949,21.91645,189.348,19.054743,2.598,2.861708,,,0,,,147341196673507488,1237657607495353070,,,0.019435,0.174147,0.076974,20.880999,0.019025,83.6657,1.138,45.9043,28.655,-0.3007,1.181549
2MASS J11582077+0435014 B,x,J11582077+0435014 B,179.58666666666667,4.583611111111111,28.0,2,T2.5,,,,,,,,,,,,,,,,2.5,,,,,179.58638809588,4.5840000392,0.0412177,0.0235139,109.4,3896357089270247168,179.58893132322,1.9325,4.57989695872,1.4953,37.3166,2.6555,14.0523,1085.191,570.396,2.506,-923.194,1.675,145,3.658,233.89,6.087,5.211,95,1.0225,0.3918,11,1.225,false,98.9897,0.90844,20.698391,28.2074,6.36501,21.712635,184.577,19.082453,2.15,2.630182,,,0,,,113491795881857857,1237671140409737294,111940675,,0.010338,0.245013,0.059076,20.678502,0.010164,100.82,0.724,39.6544,26.0641,-0.3474,1.720375
CFBDS J025053+162050,,,42.72208333333333,16.3475,94.0,19,T2.5,,,,,,18.69,,,,,,,,,,,,2011.0,,,42.72197973685,16.34702918184,0.0175541,0.0102498,50.19,33686841546996352,42.7220078885,0.6724,16.34700448193,0.7118,0.6088,0.7976,0.7632,8.236,6.078,0.936,-5.557,0.872,166,-0.0281,178.36,0.0,0.0,95,1.1771,0.1959,12,0.996,false,149.767,1.08182,20.248827,56.549,8.9557,20.95748,185.823,19.075144,1.618,1.882336,,,0,,,127610427219986920,,,,0.008313,0.171971,0.0585,20.242007,0.008266,150.711,0.299,14.9966,13.7225,0.4854,1.732314
SDSS J110612.00+275420.0,,J11061197+2754225,166.55,27.906388888888888,20.83,1.3,T2.5,,,,,,14.82,14.15,13.8,,13.18,12.33,11.55,,,,,,2002.0,,,166.54969213344,27.90606321971,0.0236003,0.0163746,133.3,731881226310429056,166.54833015022,1.0791,27.90405501569,1.0831,49.2697,1.22,40.3844,526.787,-270.811,1.244,-451.847,1.222,204,13.253,636.99,5.74,13.38,95,1.4841,0.2437,16,1.733,false,107.487,0.962858,20.608974,46.5466,15.1666,21.168821,221.24,18.885735,2.491,2.283087,,,0,,,141481665488106213,1237667210522329293,,,0.010109,0.353784,0.052222,20.595162,0.00999,108.863,1.116,20.5209,20.0996,-0.3495,1.527692
IPMS J013656.57+093347.3,,J01365662+0933473,24.235833333333332,9.563055555555556,6.0,0.4,T2.5,,,,,,13.46,12.77,12.56,,11.97,10.96,9.67,,,,,,2000.0,,,24.23566892493,9.56314221277,0.0090999,0.0051422,77.15,2572901021957789568,24.24124978792,0.3992,9.56307045476,0.2778,163.4478,0.4629,353.0994,1238.349,1238.244,0.554,-16.156,0.328,382,2.8789,585.68,1.798,5.338,95,0.7174,0.0812,15,1.106,false,302.183,1.80132,19.486692,49.261,8.96075,21.107285,696.251,17.640982,2.467,3.466303,,,0,,,119470242397466246,1237678906793001258,,,0.007034,0.197519,0.01491,19.461101,0.006896,309.39,0.918,8.9453,5.4066,0.2528,0.661789
2MASS J00531899-3631102 B,x,J00531899-3631102 B,13.329166666666667,-36.519444444444446,,,T3,,,,,,,,,,,,,,,,,,,UNCON,,13.32909379966,-36.5194949535,0.0079811,0.0069374,13.76,5001668709601989248,13.32943371432,0.4431,-36.5199777052,0.4585,40.199,0.7514,53.5004,124.804,61.464,0.429,-108.619,0.484,556,24.0869,1964.64,5.343,37.07,95,1.2366,0.1229,20,1.807,false,238.594,1.43894,19.74322,34.4769,5.63464,21.49472,522.104,17.953503,2.333,3.541218,,,0,,,,,9121356,,0.007104,0.177466,0.015948,19.717629,0.006964,244.284,0.774,7.0006,7.9257,0.0649,0.2784
SDSS J154431.47+060104.3 B,x,,236.13125,6.017777777777778,90.0,10,T3,,,,,,,,,,,,,,,46.0,190.0,,2011.0,UNCON,,236.13113634985,6.01790373357,0.0042278,0.0028876,157.36,4429619880849320576,236.13104853357,0.1607,6.01775430228,0.2149,8.9347,0.2936,30.4289,38.943,-19.65,0.196,-33.622,0.264,252,-0.5296,245.62,0.0,0.0,31,,,14,0.975,false,745.67,1.31366,18.505999,457.098,12.9962,18.688519,417.063,18.197392,1.172,0.491127,,,0,,,115222361311211843,1237662263252287901,,481178654,0.003354,0.030995,0.031055,18.505999,0.003354,745.67,-0.006,3.1227,4.0572,-0.2674,0.609233
DENIS-P J225210.73-173013.4,x,J22521073-1730134,343.0445833333333,-17.503611111111113,15.82,0.4,T3.5,,,,,,,,,14.72,,,,,,68.0,1.9,10.0,,,,343.04479679653,-17.50385826109,0.0115481,0.0087806,52.94,2403199614187542528,343.04669208133,0.4794,-17.50314695983,0.4734,60.5786,0.5943,101.9354,437.051,406.694,0.665,160.045,0.626,194,4.8729,314.27,2.606,6.148,95,1.3588,0.122,14,1.26,false,245.868,1.31406,19.71061,22.7578,7.20097,21.945715,504.863,17.989962,2.146,3.955753,,,0,,,86993430459986374,,6109053,,0.006424,0.343557,0.021022,19.685019,0.006302,251.732,0.532,10.6268,9.8757,0.2578,1.152718
GU Psc b,x,,18.145833333333332,17.065555555555555,48.0,5,T3.5,,,,,,18.12,17.7,,17.4,17.17,15.41,,1000,1.19,12.0,,,,,,18.14605149797,17.0654366437,5.833E-4,3.623E-4,78.9,2784120641627589760,18.14649901965,0.0213,17.0649888517,0.0167,21.0051,0.026,807.2299,139.345,96.259,0.036,-100.753,0.023,218,5.0277,681.48,0.144,17.13,31,,,14,1.252,false,123637.0,124.308,12.956993,25306.6,133.678,14.330458,150458.0,11.804355,1.422,2.526103,,,0,,,128470181464788578,1237666090052681750,,536006145,0.002964,0.006378,0.004338,12.956993,0.002964,123637.0,0.011,0.5766,0.3728,0.1836,0.864276
2MASS J03440892+0111251 B,x,J03440892+0111251 B,56.037083333333335,1.1902777777777778,41.0,4,T4,,,,,,,,,,,,,,,,9.2,,,,,56.03720838189,1.19030211329,0.0109206,0.0082438,92.08,3269943938874146688,56.03670567603,0.559,1.18952058564,0.4016,29.8407,0.6638,44.9511,209.067,-113.084,0.68,-175.844,0.528,310,16.6882,1022.9,3.843,29.67,95,1.2293,0.1103,16,1.747,false,298.711,1.00716,19.499237,41.3723,8.76651,21.29677,536.672,17.923624,1.935,3.373146,,,0,,,109420560369118257,1237666302168727857,76193492,,0.004582,0.230077,0.021166,19.473646,0.004514,305.836,0.4,10.9175,8.2479,-0.0207,0.458525
2MASS J11061197+2754225 B,x,J11061197+2754225 B,166.55,27.906388888888888,20.6,1.1,T4,,,,,,,,,,,,,,,,1.5,,2010.0,,,166.54969213344,27.90606321971,0.0236003,0.0163746,133.3,731881226310429056,166.54833015022,1.0791,27.90405501569,1.0831,49.2697,1.22,40.3844,526.787,-270.811,1.244,-451.847,1.222,204,13.253,636.99,5.74,13.38,95,1.4841,0.2437,16,1.733,false,107.487,0.962858,20.608974,46.5466,15.1666,21.168821,221.24,18.885735,2.491,2.283087,,,0,,,141481665488106213,1237667210522329293,,,0.010109,0.353784,0.052222,20.595162,0.00999,108.863,1.116,20.5209,20.0996,-0.3495,1.527692
WISEPA J195246.66+724000.8,,,298.19458333333336,72.66694444444445,13.6,,T4,,,,,,15.09,14.73,14.65,,14.2,13,11.92,,,,,,2011.0,,,298.19426016325,72.66769343574,0.0036389,0.0031682,55.55,2263878258154797056,298.19418540952,0.1593,72.6677151627,0.1545,1.76,0.1615,10.8979,7.0,-5.011,0.218,4.889,0.206,329,0.8775,403.2,0.732,2.135,95,1.1927,0.0484,27,1.034,false,517.378,1.31886,18.902847,85.1981,7.64382,20.512468,699.188,17.63641,1.516,2.876059,,,0,,,195202981942502005,,,814105203,0.003905,0.09745,0.015224,18.87903,0.003863,528.853,0.054,3.4952,3.326,0.1286,2.718554
2MASS J1733423-165449 B,x,J1733423-165449 B,263.42625,-16.913888888888888,21.6,1.4,T4,,,,,,,,,,,,,,,,5.3,,,,,263.42614652728,-16.91391954623,0.00437,0.0021693,68.58,4124397553254685440,263.42647819448,0.1846,-16.91409226621,0.1358,54.9353,0.2147,255.896,81.288,71.397,0.255,-38.862,0.154,571,-0.6749,965.92,0.984,8.345,95,1.0058,0.0312,19,0.979,false,751.271,5.0696,18.497875,71.1607,5.99246,20.707941,1570.52,16.757788,2.185,3.950153,,,0,,,87702634263533525,,,,0.007828,0.091473,0.005849,18.472284,0.007668,769.189,0.572,4.1445,2.574,0.4586,0.373086
2MASS J1733423-165449 B,x,J1733423-165449 B,263.42625,-16.913888888888888,21.6,1.4,T4,,,,,,,,,,,,,,,,5.3,,,,,263.42613419418,-16.91440746271,0.0110817,0.005602,72.81,4124397553254685568,263.42613126133,0.467,-16.91442182574,0.3495,0.7104,0.4829,1.4712,3.293,-0.631,0.658,-3.232,0.375,488,3.2699,619.72,0.961,1.055,95,1.3774,0.0786,17,1.106,false,215.762,0.730646,19.85243,,,,,,,,,,0,,,87702634261343103,,,,0.004595,,,19.85243,0.004595,215.762,,10.7153,6.2743,0.3839,1.909
2MASS J1733423-165449 B,x,J1733423-165449 B,263.42625,-16.913888888888888,21.6,1.4,T4,,,,,,,,,,,,,,,,5.3,,,,,263.42666565287,-16.91461922502,0.0046309,0.0027489,63.35,4124397553262070272,263.42666565287,4.3186,-16.91461922502,3.2174,,,,,,,,,83,2.983,120.61,4.635,1.71,3,,,6,,false,74.7659,1.37725,21.003109,,,,,,,,,,0,,,,,,,0.020189,,,21.003109,0.020189,74.7659,,4.3186,3.2174,0.4008,2.993707
SDSS J000013.54+255418.6,,J00001354+2554180,0.056249999999999994,25.905277777777776,14.12,0.38,T4.5,,,,,,15.06,14.73,14.84,,,,,,,,,,2004.0,,,0.05635442742,25.90556949064,0.0176304,0.0033116,35.96,2853263804002112512,0.05635442742,10.6946,25.90556949064,14.4022,,,,,,,,,51,4.8833,109.34,13.241,6.397,3,,,4,,false,52.8239,1.54771,21.380291,,,,109.976,19.64465,,,,,0,,,,,,,0.03193,,0.139896,21.380291,0.03193,52.8239,,10.6946,14.4022,0.9254,1.103269
2MASS J21265916+7617440 B,x,J21265916+7617440 B,321.74666666666667,76.29555555555555,12.0,2,T4.5,,,,,,,,,,,,,,,,1.3,,,,,321.74644002301,76.29538291637,0.0140978,0.0125215,124.48,2283612503305198208,321.7606300115,0.5802,76.29903870997,0.5178,61.1492,0.5825,104.9702,1117.411,756.414,0.839,822.463,0.811,309,10.7261,757.79,4.671,23.58,95,0.9198,0.1565,24,1.465,false,196.904,1.10221,19.95173,35.8157,6.56262,21.45336,414.49,18.204111,2.287,3.249249,,,0,,,199553217592579332,,,,0.006673,0.198963,0.017901,19.926139,0.006544,201.6,0.769,13.6126,13.0473,-0.1102,0.650868
2MASS J03202839-0446358 B,x,J03202839-0446358,50.11833333333333,-4.776666666666666,25.0,3,T5,,,,,,13.26,12.54,12.13,,,,,1900,,71.0,8.3,0.676,2008.0,,,50.11817936778,-4.7767768571,0.0075864,0.0071063,128.87,5182151481717042944,50.11715777833,0.4165,-4.77911203874,0.3765,47.6021,0.4978,95.634,573.175,-229.059,0.47,-525.416,0.461,177,30.9002,2109.61,3.141,102.3,95,1.1903,0.1033,12,3.071,false,1297.7,2.91905,17.904428,37.3316,8.50375,21.40835,2407.63,16.29392,1.884,5.11443,,,0,,,102260501174166216,,21635089,,0.003682,0.247335,0.009993,17.878837,0.003644,1328.65,0.108,7.4011,7.2991,-0.0638,0.680037
SDSS J000649.16-085246.3 B,x,J00064916-0852457,1.705,-8.879444444444445,30.0,3,T5,,20.98,,18.19,,14.14,13.55,,13.13,,,,,,60.0,0.286,0.404,2012.0,,,1.70484550242,-8.8794932478,0.0058199,0.0030166,83.09,2429054454021227648,1.70457397034,0.2576,-8.88091490723,0.1778,32.4417,0.2985,108.6985,325.519,-60.363,0.362,-319.873,0.196,365,5.0315,816.5,1.628,14.58,95,0.9314,0.0511,17,1.193,false,623.063,1.21471,18.701036,50.7074,13.0724,21.075865,1120.69,17.12418,1.88,3.951685,,,0,,,97340017046203882,1237672793424265520,,,0.003475,0.279917,0.010041,18.675445,0.003445,637.923,0.266,5.7891,3.0754,0.1661,0.576928
2MASS J05591914-1404488,,J05591914-1404488,89.82958333333333,-14.080277777777777,10.35,0.11,T5,25.0,,,21.35,19.14,13.8,13.68,13.58,13.35,13.39,11.9,10.56,1002,1.75,30.0,,,2000.0,,,89.82994689343,-14.08033525357,0.0114229,0.0098699,18.03,2997171394834174976,89.83256483907,0.4973,-14.08183823222,0.5906,95.2714,0.7179,132.7116,663.918,571.34,0.618,-338.167,0.682,319,7.2744,603.96,3.441,12.6,95,0.8526,0.1491,21,1.303,false,163.243,1.26972,20.15528,36.3795,8.6245,21.436401,362.825,18.348654,2.445,3.087748,,,0,,,91100898315732803,,24289580,,0.008883,0.257411,0.023848,20.129689,0.008696,167.137,0.952,10.0292,11.2833,0.086,1.286246
SDSS-J080531.84+481233.0 B,x,J08053189+4812330,121.3825,48.20916666666667,22.94,0.58,T5,,,,,,,,,,,,,,,72.0,,,,,,121.38270684835,48.20920328648,0.0161581,0.0124784,93.15,933054951834436352,121.37963288441,0.8152,48.20938799759,0.6926,42.5946,0.9766,43.6131,462.788,-460.919,1.009,41.551,0.779,231,21.3938,1107.41,6.218,44.72,95,1.8443,0.2416,18,2.161,false,182.328,0.827314,20.035234,38.5496,7.4475,21.373491,362.588,18.349361,2.2,3.02413,,,0,,,165851213806261873,1237651496832795007,,,0.005645,0.209775,0.044882,20.009643,0.005545,186.676,0.716,16.1483,12.4911,-0.0286,0.51346
WISEP J170745.85-174452.5,,,256.94125,-17.748055555555556,28.0,?,T5,,,,,,16.35,17.11 >,15.85,,16.54,13.68 >,11.89,,,,,,2013.0,,,256.94057720482,-17.74762226404,0.0085094,0.0059987,85.98,4135505777467362304,256.94057319605,0.4002,-17.74764486546,0.2713,1.0846,0.4477,2.4225,5.157,-0.859,0.521,-5.085,0.366,243,1.047,270.23,0.601,0.4649,95,1.5182,0.0937,16,1.047,false,280.274,1.01984,19.568409,109.084,6.77222,20.244135,230.343,18.841957,1.211,1.402178,,,0,,,86702569405963184,,184669070,,0.004817,0.067463,0.027654,19.568504,0.004817,280.25,-0.048,8.4989,6.0136,0.0499,2.784674
WISE J07200320-0846513 B,x,J07200325-0846499 B,110.01333333333334,-8.780833333333334,6.2,0.7,T5.5,,,,,,,,,,,,,,,65.0,1.4,4.5,2015.0,,,110.01336163991,-8.78107327328,0.0034932,0.0030534,122.58,3048443305671969152,110.01336163991,3.3716,-8.78107327328,3.1872,,,,,,,,,224,674.1544,2485869.2,33.423,113700.0,3,,,16,,false,13974.4,17.8842,15.324036,466.956,9.89714,18.665354,24415.6,13.778729,1.781,4.886625,,,0,,,,,,407041120,0.003086,0.023181,0.004453,15.324036,0.003086,13974.4,0.036,3.3716,3.1872,-0.1216,0.869635
2MASS J17545447+1649196,,J17545447+1649196,268.7270833333333,16.822222222222223,11.42,1.33,T5.5,,,,,,15.81,15.65,,15.56,,,,,,,,,,,,268.72666394357,16.82198478952,0.0014079,0.001052,4.23,4502608864318093696,268.72666394357,1.0542,16.82198478952,1.4062,,,,,,,,,112,-0.6107,97.68,0.0,0.0,3,,,9,,false,79.4799,1.08292,20.936724,42.4811,10.6684,21.268053,86.9223,19.900066,1.628,1.367987,,,0,,,128182687266736885,,,,0.015048,0.272678,0.113573,20.936724,0.015048,79.4799,0.373,1.0542,1.4062,0.0434,1.679048
2MASS J20261584-2943124 B,x,J20261584-2943124,306.56583333333333,-29.72,36.0,5,T6,,,,,,17.98,18.2,,18.1,,,,,,32.0,9.0,,,,,306.566036131,-29.72028856777,0.0072962,0.0049702,59.67,6797628972554531840,306.56614917763,0.3641,-29.72190254189,0.2999,29.2724,0.4435,66.0041,363.815,22.09,0.419,-363.144,0.352,353,6.2326,657.55,2.525,8.648,95,1.0099,0.0969,19,1.245,false,263.269,0.997255,19.636368,33.7501,4.16832,21.517853,469.807,18.068096,1.913,3.449757,,,0,,,72333065661344727,,,,0.00495,0.134123,0.016535,19.610777,0.004871,269.548,0.366,6.7794,5.6548,0.3244,1.217045
DENIS J081730.0-615520,,J08173001-6155158,124.375,-61.92111111111111,4.93,0.32,T6,,,,,,13.61,13.53,13.52,,12.97,11.24,9.61,975,,,,,2010.0,,,124.37499533623,-61.92101628482,0.0085805,0.0075535,132.89,5278042880077383040,124.3735180552,0.3779,-61.91613022265,0.4083,191.8362,0.4186,458.2679,1110.442,-156.451,0.507,1099.366,0.503,339,6.0638,545.17,2.751,6.088,95,1.2914,0.1168,25,1.243,false,182.334,1.14167,20.0352,27.4449,4.47792,21.742388,404.319,18.231085,2.368,3.511303,,,0,,,,,459592478,,0.007335,0.177171,0.021736,20.009609,0.007189,186.682,0.813,8.121,8.0455,-0.1265,0.341466
2MASS J13411160-30525049 B,x,J13411160-30525049,205.29833333333335,-30.880555555555556,29.0,3,T6,,,,,,,,,,,,,1027,,32.0,7.8,74.0,2014.0,,,205.29841877401,-30.88071455905,0.0084377,0.0059422,123.59,6174885824468076160,205.29843938822,0.4407,-30.88142267369,0.3751,36.4114,0.571,63.7679,159.376,3.981,0.479,-159.326,0.427,185,0.1063,208.67,1.175,1.584,95,1.143,0.1024,15,1.004,false,284.41,3.18121,19.552504,50.0255,10.3383,21.090563,510.314,17.978302,1.97,3.112261,,,0,,,70942052984882731,,98795730,,0.012453,0.224396,0.017168,19.526913,0.012177,291.193,0.473,7.7598,6.8038,-0.3132,0.630351
SCR 1845-6357 B,x,J18450541-6357475,281.2725,-63.96333333333334,3.85,0.02,T6,,,,,,13.26,13.19,13.69,,,,,950,0.88,45.0,4.5,37.0,2006.0,,,281.27188853878,-63.96318058599,0.0016615,0.0014142,9.79,6439125097427143808,281.29804386226,0.0713,-63.96056736658,0.0831,249.6651,0.133,1876.7568,2649.378,2583.19,0.091,588.504,0.103,571,8.4843,33117.39,1.133,905.1,95,1.0593,0.0214,22,1.262,false,46382.6,26.7142,14.02148,1287.54,10.0084,17.564142,82921.9,12.451222,1.816,5.11292,,,0,,,,,482493438,,0.002825,0.008889,0.003923,14.005315,0.002823,47078.3,0.039,1.422,1.6549,0.0541,1.111753
