Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2MASS J10455263-2819303,,J10455263-2819303,161.46916666666667,-28.325,,,M6,,,,,,12.82,,,,,,,2900,2.63,28.0,,,,,,161.46929157862,-28.32510561761,0.0011595,0.0010379,177.86,5457259083514583552,161.46904472054,0.0562,-28.32514362523,0.0579,11.9558,0.0825,144.949,49.635,-48.893,0.066,-8.552,0.073,430,5.1399,877.8,0.42,11.81,31,,,18,1.181,false,4594.23,3.35897,16.531836,356.594,8.68031,18.958107,7100.3,15.119704,1.623,3.838403,,,0,,,74011614691910172,,86217154,,0.002867,0.026576,0.004174,16.531836,0.002867,4594.23,0.024,1.038,1.1593,-0.0083,0.548873
CFHT-Tau 7 A,x,J04321786+2422149,68.07458333333334,24.370833333333334,142.0,3,M6,18.2,,16.63,,14.12,11.54,10.79,10.4,10.38,,,,2830,,73.0,,,,,,68.07446492021,24.37080573027,0.0015483,0.0011138,69.63,147799209159857280,68.07449836549,0.0785,24.37070879642,0.0472,7.9047,0.0836,94.5103,22.862,6.855,0.092,-21.81,0.073,266,4.7318,977.11,0.502,24.89,31,,,16,1.213,false,9722.57,7.96083,15.717915,520.641,17.6084,18.547197,15860.8,14.247084,1.685,4.300114,,,0,,,137240680744735373,1237660758925246473,,572040936,0.002895,0.036826,0.00443,15.717915,0.002895,9722.57,0.023,1.5024,1.1751,0.2138,0.400816
UScoCTIO 109 A,x,J16011915-2306394,240.33,-23.110833333333336,145.0,2,M6,,,17.9,,,13.61,13.04,12.67,,,,,,,73.0,,,,,,240.32979859513,-23.11095898801,0.003046,0.0019411,109.04,6243132751731497728,240.32971893126,0.1401,-23.11107102805,0.1047,8.3087,0.1473,56.4039,30.121,-16.486,0.184,-25.209,0.136,342,2.5895,549.54,0.569,5.786,31,,,16,1.1,false,1807.62,3.00135,17.544598,112.656,7.69829,20.20916,2944.31,16.075436,1.691,4.133724,,,0,,,80262403297707101,,167324339,,0.003293,0.074246,0.005196,17.544598,0.003293,1807.62,0.053,2.9481,2.0867,-0.2763,0.805817
UScoCTIO 66 A,x,J16014955-2351082,240.45708333333334,-23.851944444444445,145.0,2,M6,,,17.0,,,12.91,12.29,11.93,,,,,2928,,73.0,,,,,,240.45647893148,-23.85229697306,0.0024598,0.0012934,86.7,6236326362439449728,240.45642218348,0.1169,-23.85240079171,0.0653,6.8376,0.1249,54.755,26.116,-11.678,0.152,-23.359,0.083,409,25.3921,2060.88,0.845,44.21,31,,,17,2.014,false,5147.27,13.5643,16.408426,554.102,8.01548,18.479568,7980.48,14.992824,1.658,3.486745,,,0,,,79372404564287507,,121493922,,0.003972,0.015952,0.004701,16.408426,0.003972,5147.27,0.107,2.4568,1.299,0.0789,2.360248
V2505 Oph B,x,J16294869-2152118,247.45291666666665,-21.87,,,M6,,,,,,,,,,,,,,,25.0,450.0,,2006.0,,,247.45288661643,-21.86998022851,3.713E-4,2.212E-4,115.53,6052280004416392320,247.45285674824,0.0156,-21.87008471385,0.0088,6.9009,0.0178,387.1295,24.322,-6.237,0.022,-23.509,0.016,536,3.6923,1277.99,0.095,16.98,31,,,17,1.115,false,863651.0,1388.41,10.846521,308147.0,1775.57,11.616646,812651.0,9.973135,1.298,1.643511,-0.2,6.42,16,5000.0,4.5,,,171341958,,0.003262,0.00685,0.005931,10.846521,0.003262,863651.0,0.01,0.3483,0.2558,-0.3879,0.123067
V2505 Oph B,x,J16294869-2152118,247.45291666666665,-21.87,,,M6,,,,,,,,,,,,,,,25.0,450.0,,2006.0,,,247.4536696457,-21.87043005413,0.0052577,0.0035528,122.1,6052280004416642688,247.45365479634,0.2195,-21.87050285049,0.1311,3.9424,0.2329,16.9246,16.67,-3.101,0.304,-16.379,0.26,234,-0.5038,318.64,0.722,3.284,95,1.1101,0.0433,11,0.975,false,1005.98,10.1786,18.180891,2679.01,228.331,16.768606,6548.48,15.207544,9.173,1.561062,,,0,,,81752474537085834,,,,0.011326,0.092579,0.043131,18.178977,0.011307,1007.76,7.895,4.8376,4.1065,-0.3404,2.953865
2MASS J04320329+2528078,,J04320329+2528078,68.01375,25.468888888888888,140.0,,M6,,,16.7,,,11.72,11.11,10.72,,,,,,,,,,,,,68.01372718535,25.468827233,0.001636,0.0012483,82.38,151028990206478080,68.01376032887,0.075,25.46872737906,0.0492,7.8757,0.0844,93.3373,23.454,6.733,0.102,-22.467,0.079,292,11.179,1451.12,0.599,44.16,31,,,16,1.5,false,10372.0,17.8481,15.647706,667.907,9.67678,18.276752,16498.8,14.204264,1.655,4.072489,,,0,,,138560680136943059,1237660558672134567,,578043452,0.003329,0.015976,0.006236,15.647706,0.003329,10372.0,0.025,1.63,1.2561,0.0717,0.23402
Roque 16,,J03473900+2436226,56.9125,24.60638888888889,136.2,1.2,M6,,,20.17,,17.91,15.63,14.98,,14.7,,,,,,70.0,,,,UNCON,,56.91254094129,24.60622106941,0.0069171,0.0043021,62.1,66791521754962560,56.91264277155,0.315,24.60601327556,0.2357,8.0431,0.3387,23.7448,51.184,20.831,0.397,-46.754,0.313,268,0.9891,333.83,0.787,0.9885,95,1.0944,0.081,16,1.042,false,279.776,0.942599,19.57034,28.6383,6.41668,21.696175,457.935,18.095886,1.739,3.600288,,,0,,,137520569126257815,,,574030075,0.00458,0.243286,0.024673,19.544749,0.004512,286.449,0.172,6.436,4.9932,0.3775,0.618833
Teide 2,,J03520670+2416008,58.02791666666667,24.266944444444444,136.2,1.2,M6,,,20.05,,17.82,15.54,14.97,,14.5,,,,,,66.0,,,,UNCON,,58.02795183162,24.26684546568,0.0091065,0.0058451,90.48,66498158310444288,58.02805274095,0.4329,24.26663731803,0.2822,8.127,0.4744,17.1324,51.203,20.698,0.568,-46.833,0.375,348,3.7399,524.08,1.94,5.327,95,1.1062,0.076,17,1.145,false,277.324,0.879368,19.579899,38.726,8.05923,21.368536,482.333,18.03953,1.879,3.329006,,,0,,,137120580280550669,,,572030452,0.00441,0.225969,0.019288,19.554308,0.004347,283.938,0.35,9.1063,5.8454,-0.0077,0.374547
S Ori J053829.0-024847,,J05382896-0248473,84.62083333333334,-2.813055555555555,360.0,65,M6,20.83,,,,16.95,14.82,14.28,13.88,,13.43,12.87,,,,56.0,,,,UNCON,,84.62071064206,-2.81314484038,0.003545,0.0029202,109.47,3216060241257505152,84.62071798487,0.1742,-2.81314961025,0.1599,2.3998,0.2021,11.8751,1.968,1.65,0.213,-1.073,0.181,316,-0.6029,385.51,0.519,1.372,95,1.1204,0.0455,19,0.975,false,639.21,1.32867,18.673258,74.7976,6.13404,20.653822,1050.82,17.194073,1.761,3.459749,,,0,,,104620846207164656,1237667727512830072,27644647,,0.003562,0.089083,0.011791,18.647667,0.003529,654.455,0.213,3.4811,2.9961,-0.1217,0.545833
S Ori J053829.0-024847,,J05382896-0248473,84.62083333333334,-2.813055555555555,360.0,65,M6,20.83,,,,16.95,14.82,14.28,13.88,,13.43,12.87,,,,56.0,,,,UNCON,,84.62032764777,-2.81330222143,0.0029365,0.0012054,141.66,3216060241252003200,84.62032764777,2.0524,-2.81330222143,2.4215,,,,,,,,,93,2.329,121.82,3.412,2.303,3,,,8,,false,108.91,1.89856,20.5947,,,,,,,,,,0,,,,,,,0.019126,,,20.5947,0.019126,108.91,,2.0524,2.4215,-0.702,2.023527
CHAHA6,,,167.16458333333333,-77.57138888888889,162.5,,M6,,,,,,,,,,,,,2800,,,,,,,,167.16459053663,-77.57131497021,0.0013679,0.0012254,144.45,5201152245237987072,167.16411043482,0.0583,-77.57131233907,0.0661,5.3366,0.067,79.6168,23.257,-23.249,0.079,0.592,0.082,365,7.625,1122.7,0.602,18.3,31,,,27,1.296,false,4613.06,8.81402,16.527393,269.915,5.70238,19.260473,7668.15,15.036168,1.721,4.224305,,,0,,,,,460160041,,0.003449,0.023107,0.006691,16.527393,0.003449,4613.06,0.07,1.2753,1.3214,-0.1037,0.266166
KPNO-Tau 3,,,66.6225,26.403888888888886,140.0,,M6,,,,,,,,,,,,,3000,,81.0,,,,UNCON,,66.62245723443,26.40381090413,0.0030431,0.002258,86.73,151283870746458496,66.62251321142,0.143,26.40373238439,0.0901,6.3554,0.1601,39.6944,20.961,11.281,0.191,-17.667,0.142,249,4.375,484.09,0.731,7.645,31,,,15,1.203,false,1753.98,3.62106,17.577309,112.176,10.6879,20.213789,2852.81,16.109715,1.69,4.104075,,,0,,,139680666224965099,1237660552764916062,,583043360,0.003552,0.103484,0.00648,17.577309,0.003552,1753.98,0.056,3.0408,2.261,0.0345,0.312783
2MASS J04141188+2811535,,J04141188+2811535,63.54958333333333,28.198333333333334,140.0,,M6,,,,,,13.16,12.33,11.64,,,,,,,,,,,,,63.5495170043,28.198169315,0.0026161,0.0015468,81.81,163182888662060928,63.54955532567,0.1036,28.19806335942,0.0571,7.6222,0.1171,65.1105,25.022,7.599,0.161,-23.84,0.099,400,4.1822,675.71,0.511,7.192,95,1.2376,0.0193,18,1.152,false,2311.62,23.8473,17.277575,497.065,28.3553,18.59751,3399.87,15.919241,1.686,2.678268,,,0,,,141830635495788285,,,591041211,0.011535,0.061999,0.026518,17.256883,0.011329,2356.1,0.253,2.5988,1.5757,0.1533,0.626847
LP 415-1446,,J04221413+1530525,65.55875,15.514722222222222,40.32,5.04,M6,17.0,,19.6,,15.36,12.76,11.77,,11.28,,,,,,,,,,,,65.55887015977,15.514611721,0.0023515,0.0016786,101.6,3311992669430199168,65.55888450893,0.113,15.5145987347,0.071,3.5326,0.1248,28.3108,4.268,3.111,0.146,-2.922,0.107,256,2.1433,452.03,0.581,7.628,31,,,15,1.096,false,2483.45,4.89739,17.19973,121.834,13.264,20.124117,4183.0,15.694175,1.733,4.429942,,,0,,,126610655588728041,,,528024883,0.003489,0.118236,0.008414,17.19973,0.003489,2483.45,0.053,2.3281,1.711,-0.1342,0.576178
S Ori 22,,J05383536-0225222,84.6475,-2.4227777777777777,360.0,65,M6,20.73,,18.91,,16.88,14.59,14.13,13.76,,13.49,13.16,,,,64.0,,,,UNCON,,84.64731542707,-2.42285242121,0.0027638,0.0024932,125.88,3216504924986399360,84.6473220744,0.1436,-2.42285269221,0.1379,2.9114,0.1938,15.0226,1.496,1.494,0.164,-0.061,0.156,341,0.1078,390.33,0.405,1.025,31,,,19,1.003,false,796.867,1.56282,18.433903,73.4673,8.52196,20.673307,1243.41,17.011362,1.653,3.661945,,,0,,,105090846473033020,1237667727512634240,27686504,,0.003482,0.125973,0.010439,18.433903,0.003482,796.867,0.077,2.6739,2.5894,-0.0975,0.716191
UScoCTIO 66 B,x,J16014955-2351082,240.45708333333334,-23.851944444444445,145.0,2,M6,,,17.0,,,12.91,12.29,11.93,,,,,2928,,73.0,10.19,122.0,,UNCON,,240.45647893148,-23.85229697306,0.0024598,0.0012934,86.7,6236326362439449728,240.45642218348,0.1169,-23.85240079171,0.0653,6.8376,0.1249,54.755,26.116,-11.678,0.152,-23.359,0.083,409,25.3921,2060.88,0.845,44.21,31,,,17,2.014,false,5147.27,13.5643,16.408426,554.102,8.01548,18.479568,7980.48,14.992824,1.658,3.486745,,,0,,,79372404564287507,,121493922,,0.003972,0.015952,0.004701,16.408426,0.003972,5147.27,0.107,2.4568,1.299,0.0789,2.360248
ISO-Oph 193,,J16281271-2411355,247.05291666666668,-24.193333333333335,125.0,?,M6,,,,,,13.61,12.02,11.09,,,,,,,,,,2012.0,,,247.0530147494,-24.19325464241,0.0078845,0.0052933,105.1,6050660939179347840,247.05298575271,0.3687,-24.19337398711,0.2141,7.208,0.4023,17.9162,27.504,-5.951,0.479,-26.853,0.345,394,4.3344,615.35,1.861,6.687,95,1.1384,0.0699,17,1.159,false,369.613,1.61008,19.267998,32.7508,5.62809,21.550486,671.635,17.680061,1.906,3.870424,,,0,,,78962470529798375,,,,0.005474,0.1866,0.01829,19.242407,0.005379,378.429,0.302,7.7361,5.5079,-0.2016,0.428941
ISO-Oph 176,,J16274629-2431411,246.94291666666666,-24.528055555555554,125.0,?,M6,,,,,,13.83,12.21,11.32,,,,,,,,,,2002.0,,,246.94288497473,-24.52812309927,0.0110277,0.0076834,94.48,6049098906817732096,246.94284199615,0.4994,-24.52823989134,0.3048,6.9161,0.5386,12.841,27.712,-8.798,0.695,-26.278,0.487,403,3.7095,607.25,2.315,4.719,95,0.8353,0.1077,16,1.134,false,221.188,0.936824,19.825464,60.0145,12.8199,20.892902,432.545,18.157818,2.227,2.735085,,,0,,,78562469428856549,,,,0.005361,0.231944,0.035517,19.803843,0.005283,225.637,0.785,11.0104,7.7082,-0.0574,0.264384
ISO-Oph 42,,J16262780-2426418,246.61583333333334,-24.445,125.0,?,M6,,,,,,14.26,12.95,12.09,,,,,,,,,,1999.0,,,246.61589749065,-24.44495941875,0.008935,0.0064299,111.53,6049161136599471360,246.61586463954,0.4001,-24.44506506232,0.2434,6.509,0.4573,14.2325,24.704,-6.729,0.54,-23.77,0.434,479,4.174,702.03,1.77,6.069,95,1.1681,0.071,16,1.138,false,311.497,0.921519,19.453732,39.469,7.1591,21.347902,573.24,17.852055,1.967,3.495848,,,0,,,78662466158726378,,,,0.004232,0.196957,0.0162,19.428141,0.004175,318.926,0.414,8.6401,6.821,-0.2229,0.256034
ISO-Oph 30,,J16262152-2426009,246.58958333333334,-24.433611111111112,125.0,?,M6,,,18.3,,15.8,12.57,11.52,10.92,,,,,,,,,,1999.0,,,246.58974243607,-24.43360971079,0.0032443,0.0019606,119.21,6049137943776073216,246.58970147124,0.1344,-24.4337237196,0.0797,7.3371,0.1524,48.136,26.99,-8.392,0.186,-25.652,0.148,506,4.4136,1134.26,0.836,17.46,95,1.1277,0.0227,16,1.142,false,1926.63,2.81548,17.47537,74.9651,9.0762,20.651394,3541.17,15.87503,1.877,4.776364,,,0,,,78672465897139981,,,,0.003179,0.131482,0.005385,17.449779,0.003161,1972.58,0.148,2.989,2.3314,-0.4084,0.521498
CFHT-Tau 10,,J04214631+2659296,65.44291666666666,26.991666666666667,140.0,,M6,,,,,,13.82,12.73,12.13,,,,,,,,,,,,,65.44296259267,26.99149999166,0.0051941,0.0032598,76.16,152293149405058816,65.44301961015,0.2117,26.99141748375,0.115,6.1337,0.2196,27.9365,21.802,11.432,0.317,-18.564,0.214,500,1.733,704.77,0.877,4.739,95,1.1375,0.0374,17,1.055,false,653.499,1.46606,18.649256,45.0837,6.86587,21.203493,1214.95,17.036503,1.928,4.16699,,,0,,,140390654430120336,1237660751408595294,,585042591,0.003678,0.165372,0.009189,18.623665,0.00364,669.085,0.285,5.1032,3.4003,0.2189,0.617852
2MASS J23355015-3401477,,J23355015-3401477,353.95916666666665,-34.03,,,M6,,,,,,11.64,,,,,,,3000,2.37,59.0,,,,,,353.95903325419,-34.02993865119,6.665E-4,5.043E-4,42.51,2324205785406060928,353.95957878474,0.0338,-34.03016184476,0.0359,26.7553,0.045,595.0205,113.444,101.724,0.036,-50.218,0.037,233,-1.2332,404.63,0.219,7.463,31,,,16,0.941,false,14401.2,13.297,15.291368,1120.65,10.5206,17.714865,21954.0,13.894113,1.602,3.820752,,,0,,,67163539594304141,,2790068,,0.002932,0.010568,0.004211,15.291368,0.002932,14401.2,0.005,0.584,0.5979,0.2709,0.455201
CFHTTAU9,,,66.11041666666667,26.830555555555556,142.5,,M6,,,,,,,,,,,,,2800,,,,,,,,66.11025608029,26.8306243256,0.0022188,0.0014813,73.06,152108882425024128,66.11031276011,0.0981,26.83054593331,0.0566,6.3342,0.11,57.5778,20.991,11.38,0.135,-17.638,0.098,431,-0.6667,1027.31,0.648,18.56,95,1.1002,0.017,17,0.976,false,3085.02,3.17092,16.964222,166.676,8.85219,19.783861,5115.91,15.475589,1.712,4.308272,,,0,,,140190661103187253,1237660553301983819,,585043204,0.002973,0.057731,0.005523,16.938631,0.002963,3158.6,0.049,2.166,1.5576,0.2255,0.572205
PZ Tel B,x,J18530587-5010499,283.27458333333334,-50.18055555555555,51.49,2.6,M6,,,,,,12.26,11.87,,,,,,2990,,62.0,16.0,,2010.0,,,283.27447294041,-50.18052706588,3.18E-4,2.562E-4,49.39,6655168686921108864,283.27458587843,0.0162,-50.18090714864,0.0174,21.1621,0.0223,949.605,87.053,16.272,0.018,-85.519,0.017,308,-1.2428,593.35,0.112,8.803,31,,,18,0.949,false,1.08214E7,15550.9,8.10166,5457290.0,26497.2,8.496099,7734980.0,7.526747,1.219,0.969351,,,0,,,,,476899621,,0.003166,0.005965,0.005561,8.10166,0.003166,1.08214E7,0.005,0.2934,0.284,0.2101,0.274382
2MASS J01265327-5505506,,J01265327-5505506,21.722083333333334,-55.097500000000004,,,M6,,,,,,12.04,,,,,,,2900,2.4,75.0,,,,,,21.72200802561,-55.09741044701,7.556E-4,6.028E-4,144.67,4911119185412094848,21.72284596035,0.0324,-55.09760034577,0.0347,25.5526,0.0418,611.5458,116.03,107.877,0.041,-42.727,0.044,421,5.6195,1051.7,0.343,16.12,31,,,29,1.2,false,9973.58,7.55509,15.690239,765.35,7.97046,18.128893,15269.6,14.288325,1.608,3.840568,,,0,,,,,503612000,,0.002875,0.011646,0.004183,15.690239,0.002875,9973.58,0.008,0.6579,0.7082,-0.2102,0.357769
ISO 252,,,167.6725,-77.34666666666666,162.5,,M6,,,,,,,,,,,,,1900,,,,,,,,167.67244763635,-77.34665590315,0.0030297,0.0028824,14.96,5201159971883685120,167.67199281674,0.1546,-77.34665418181,0.1519,5.005,0.1662,30.1084,22.42,-22.417,0.177,0.387,0.187,339,1.4362,464.92,0.737,2.393,31,,,27,1.055,false,647.666,1.71302,18.658989,61.2969,8.09574,20.869946,1143.83,17.101995,1.861,3.76795,,,0,,,,,460072605,,0.00398,0.143425,0.011803,18.658989,0.00398,647.666,0.271,2.8924,3.0201,0.0249,0.056627
ISO-Chal 217,,J11095215-7639128,167.4675,-76.65361111111112,,,M6,,,,,,13.53,12.54,,11.82,,,,,,80.0,,,,UNCON,,167.46723865852,-76.65357684518,0.0035829,0.0029766,32.37,5201343555964995456,167.46682294623,0.1549,-76.65357987961,0.1573,3.9844,0.1721,23.1576,21.602,-21.592,0.197,-0.683,0.215,329,6.2245,690.55,1.353,13.44,95,1.1195,0.044,25,1.254,false,814.972,6.66266,18.40951,136.631,15.5167,19.99967,1456.42,16.83968,1.955,3.15999,,,0,,,,,460066157,,0.009294,0.123335,0.030051,18.383919,0.009097,834.409,0.45,3.1622,3.4201,0.1663,0.249767
2MASS J22344161+4041387,,J22344161+4041387,338.67333333333335,40.69416666666666,27.03,5.84,M6,,,,,,12.57,11.83,11.44,,10.92,10.33,8.36,,,,,,,,,338.67336565359,40.69407497949,0.0014504,9.588E-4,146.77,1933195501834532992,338.67336565359,1.1291,40.69407497949,1.3221,,,,,,,,,923,716.2512,1643966.1,19.322,25020.0,3,,,26,,false,4325.92,26.7543,16.597172,564.225,7.37409,18.459911,8926.42,14.871202,2.194,3.588709,,,0,,,156833386733943541,,,654518436,0.007258,0.014462,0.004275,16.597172,0.007258,4325.92,0.628,1.1291,1.3221,-0.3637,0.34166
ISO-Oph 102,,J16270659-2441488,246.7775,-24.696944444444444,125.0,?,M6,,,17.57,,15.43,12.43,11.4,10.77,,,,,,,60.0,,,2002.0,,,246.77746868244,-24.69690868972,0.0025459,0.0017178,112.55,6049072316675781120,246.77744076783,0.1025,-24.6970234877,0.0644,7.0633,0.115,61.4383,26.452,-5.706,0.153,-25.83,0.118,440,1.7151,1054.33,0.662,18.13,95,1.134,0.0189,16,1.058,false,3230.14,10.9224,16.914312,136.276,10.8745,20.002491,5561.76,15.384865,1.764,4.617626,,,0,,,78362467773583961,,,,0.00459,0.086684,0.010006,16.888721,0.004522,3307.18,0.058,2.4418,1.8628,-0.2749,0.1645
2MASS J04351455-1414468,,J04351455-1414468,68.81083333333333,-14.246388888888887,8.6,1,M6,,,,,,11.88,,,9.95,,,,,,8.0,,,2003.0,,,68.81065827892,-14.24629466925,0.0012158,0.0010091,122.22,3174352367891659904,68.81066993755,0.0642,-14.24628008408,0.0531,7.2335,0.0955,75.7429,4.151,2.543,0.073,3.282,0.067,583,1.9506,1305.88,0.658,16.5,31,,,25,1.057,false,2691.64,2.80108,17.112326,68.391,5.28766,20.751045,5727.31,15.353019,2.153,5.398027,,,0,,,90900688106494637,,22877157,,0.002978,0.08399,0.004772,17.112326,0.002978,2691.64,0.337,1.1608,1.0719,-0.1667,0.698674
ISO-Oph 160,,J16273742-2417548,246.90583333333333,-24.298611111111114,125.0,?,M6,,,,,,14.15,12.76,11.95,,,,,,,,,,2002.0,,,246.90594896647,-24.2985901779,0.0119378,0.0084654,98.11,6049157558891237888,246.90592413819,0.556,-24.29871582814,0.3232,7.2344,0.629,11.5013,28.726,-5.091,0.747,-28.271,0.541,412,3.7561,608.54,2.818,6.238,95,1.0592,0.1075,16,1.134,true,212.124,0.946617,19.87089,32.9876,5.54641,21.542667,387.834,18.276281,1.984,3.266386,,,0,,,78842469059521933,,,,0.005574,0.182573,0.030984,19.845299,0.005476,217.184,0.464,11.8786,8.5484,-0.0975,0.386814
2MASS J22191486-6828018,,J22191486-6828018,334.8120833333333,-68.46722222222222,,,M6,,,,,,13.92,,,,,,,3100,1.76,32.0,,,,,,334.8119415961,-68.46721181221,0.0015236,0.0012187,140.07,6397510094138195712,334.81236604565,0.0666,-68.46739405692,0.0725,10.8836,0.0891,122.154,53.945,35.052,0.084,-41.005,0.087,479,0.267,637.35,0.403,3.014,31,,,30,1.008,false,1530.44,1.8462,17.725323,104.24,7.90736,20.293455,2422.91,16.287054,1.651,4.006401,,,0,,,,,,,0.003051,0.082408,0.006266,17.725323,0.003051,1530.44,0.031,1.3526,1.406,-0.2163,0.190993
2MASS J02404759-4253377,,J02404759-4253377,40.19833333333333,-42.89388888888889,,,M6,,,,,,12.2,,,,,,,2900,2.22,63.0,,,,,,40.19838619714,-42.89385220717,7.564E-4,5.694E-4,144.94,4946903890849721856,40.19901017842,0.0338,-42.89396174427,0.0353,24.7404,0.045,549.475,105.768,102.856,0.04,-24.645,0.044,454,2.8219,928.36,0.333,11.66,31,,,29,1.095,false,7728.4,8.3066,15.967143,548.751,9.9412,18.490103,12067.2,14.543877,1.632,3.946226,,,0,,,,,504902537,,0.002992,0.019866,0.004835,15.967143,0.002992,7728.4,0.019,0.6372,0.7002,-0.2613,0.192035
SCH J16091837-20073523 B,x,J16091837-2007349,242.32666666666665,-20.12638888888889,145.0,2,M6,,,,,,14.04,13.41,13.01,,,,,2850,3.0,55.0,20.9,380.0,,,,242.32649547733,-20.12649609948,0.0010052,6.422E-4,110.86,6244148975348242432,242.32649547733,0.9668,-20.12649609948,0.6988,,,,,,,,,254,116.2733,22279.08,7.574,1004.0,3,,,15,,false,2072.0,21.8421,17.39639,205.856,14.1654,19.554632,4905.05,15.521288,2.467,4.033344,,,0,,,83842423265088558,1237674653692855506,167842784,,0.011772,0.074764,0.007616,17.39639,0.011772,2072.0,0.842,0.9668,0.6988,-0.2945,0.695556
ISO-Oph 178 A,x,J16274978-2425219,246.9575,-24.422777777777778,125.0,?,M6,,,,,,12.78,11.12,10.16,,,,,,,,,,2012.0,,,246.95744453362,-24.42274978243,0.0142682,0.0074421,125.17,6049152649744764160,246.95740896832,0.5665,-24.42285344295,0.3848,6.371,0.5939,10.7275,24.435,-7.286,0.791,-23.324,0.654,149,0.7084,206.17,1.318,3.281,95,1.0807,0.0975,9,1.04,false,542.543,6.60271,18.85128,37.1103,5.96675,21.414806,1701.26,16.67097,3.204,4.743835,,,0,,,78692469574032913,,,,0.013498,0.174592,0.05393,18.825689,0.013196,555.483,1.48,12.4268,10.2246,-0.5492,0.207877
ISO-Oph 178 A,x,J16274978-2425219,246.9575,-24.422777777777778,125.0,?,M6,,,,,,12.78,11.12,10.16,,,,,,,,,,2012.0,,,246.95739891585,-24.42283463297,0.0162453,0.0051913,65.39,6049152649742577152,246.95736554645,0.7325,-24.42295391433,0.2821,8.1897,0.4619,17.7313,27.695,-6.836,0.963,-26.838,0.525,168,0.456,265.89,1.35,4.348,95,1.0097,0.0793,11,1.023,false,493.966,8.88024,18.953123,45.4938,5.43145,21.19366,1529.37,16.786615,3.188,4.407045,,,0,,,78692469574032913,,,,0.019712,0.129655,0.072895,18.927532,0.019262,505.747,1.511,14.9271,8.2486,0.7286,0.389461
ISO-Oph 185,,J16275525-2428395,246.98041666666666,-24.477777777777778,125.0,?,M6,,,,,,13.04,11.59,10.79,,,,,,,,,,2012.0,,,246.98024786272,-24.47777790188,0.0021512,0.0011526,89.1,6049099460869770240,246.98024786272,2.151,-24.47777790188,1.1529,,,,,,,,,204,106.529,18853.58,13.203,577.9,3,,,13,,false,541.66,12.0556,18.85305,40.2333,6.47721,21.327078,1448.07,16.845924,2.748,4.481154,,,0,,,78622469802237068,,,,0.024322,0.174816,0.013673,18.85305,0.024322,541.66,1.06,2.151,1.1529,0.021,0.553076
ISO-Oph 185,,J16275525-2428395,246.98041666666666,-24.477777777777778,125.0,?,M6,,,,,,13.04,11.59,10.79,,,,,,,,,,2012.0,,,246.9801668755,-24.47781638822,0.0021509,6.907E-4,115.2,6049099460867575808,246.9801668755,1.9683,-24.47781638822,1.1088,,,,,,,,,147,26.5862,1223.65,6.192,54.03,3,,,9,,false,385.831,2.99878,19.221373,42.5543,11.7441,21.266182,1414.5,16.87139,3.776,4.394793,,,0,,,78622469802237068,,,,0.008877,0.299653,0.018746,19.221373,0.008877,385.831,2.101,1.9683,1.1088,-0.7325,0.830145
2MASS J16081603-3903042,x,J16081603-3903042,242.06666666666666,-39.051111111111105,,,M6,,,18.55,,16.19,12.52,11.75,11.26,,,,,,,,,,2003.0,UNCON,,242.0668350006,-39.05120019687,0.0024813,0.0016007,77.43,5997083146330022272,242.06677219312,0.1267,-39.05130612404,0.0692,6.2447,0.157,39.7702,26.239,-10.974,0.155,-23.834,0.106,478,6.5769,1477.96,0.779,27.67,95,1.1389,0.0177,14,1.221,false,3188.94,5.53305,16.928251,157.142,8.82573,19.847813,5533.33,15.390429,1.784,4.457384,,,0,,,,,115711642,,0.003338,0.061043,0.006238,16.90266,0.003313,3264.99,0.1,2.4468,1.653,0.1887,0.569499
