Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?
SDSS J153721.97+140507.5,,,234.34166666666667,14.085555555555556,77.5,14.8,L0,,,,20.27,,16.13,15.46,15.05,,,,,,,,,,2010.0,,
2MASS J15341068+0426410,,J15341068+0426410,233.54458333333332,4.4447222222222225,113.0,?,L0,,,,21.57,,16.92,16.42,15.6,,,,,,,,,,2011.0,,
SDSS J122048.34-014237.8,,J12204832-0142380,185.20125,-1.7105555555555556,86.0,?,L0,,22.68,,20.29,,16.2,15.95,15.38,,,,,,,,,,2008.0,,
SDSS J153119.91+262835.2,,,232.83291666666668,26.476388888888888,43.7,8.4,L0,,,,20.79,,,,,,,,,,,,,,2010.0,,
ULAS J153108.89+060111.1,,J15310888+0601112,232.78708333333333,6.019722222222222,41.1,7.9,L0,,,,20.21,,16.05,15.06,14.4,,,,,,,,,,2007.0,,
2MASS J15302867-8145375,,J15302867-8145375,232.61958333333334,-81.76055555555556,31.0,?,L0,,,,,,14.15,13.6,13.4,,,,,,,,,,,,
SDSS J152324.45-021133.9,,J15232445-0211335,230.85208333333333,-2.1927777777777777,65.4,12.5,L0,,22.1,,19.33,,15.61,14.93,14.39,,,,,,,,,,2008.0,,
SDSS J152314.46+105258.9,,J15231446+1052592,230.81041666666667,10.883055555555556,45.1,8.6,L0,,23.15,,20.53,,16.09,15.15,14.82,,,,,,,,,,2010.0,,
SDSS J151603.96+573907.6,,J15160398+5739078,229.01666666666668,57.65222222222222,100.6,19.2,L0,,22.38,,19.95,,16.15,15.48,15.2,,,,,,,,,,2008.0,,
SDSS J151542.28+325543.2,,J15154232+3255435,228.92625,32.92861111111111,52.1,10,L0,,22.73,,20.31,,16.22,15.57,14.96,,,,,,,,,,2008.0,,
SDSS J150844.43+433955.5,,J15084452+4339553,227.185,43.66555555555556,83.3,16,L0,,22.5,,20.17,,16.28,15.25,15.07,,,,,,,,,,2008.0,,
DENIS-P J0652197-253450,,J06521977-2534505,103.0825,-25.580833333333334,16.12,0.02,L0,,,,,15.98,12.76,12.02,11.52,,11.13,10.79,10.36,,,82.0,,,1999.0,,
SDSS J150238.47+182539.8,,,225.66041666666666,18.42777777777778,72.9,14.1,L0,,,,20.77,,16.47,15.54,15.28,,,,,,,,,,2010.0,,
DENIS-P J0719317?505141,,J07193188-5051410,109.88375,-50.861666666666665,28.9,1.84,L0,,,,,17.44,14.09,13.28,12.77,12.91,12.44,12.21,11.58,2000,1.0,,,,2004.0,,
2MASS J07230144-1616209,,J07230144-1616209,110.75583333333333,-16.272499999999997,29.81,5.14,L0,,,20.5,,17.93,14.19,13.47,13.01,,,,,,,,,,2012.0,,
SDSS J145447.76+371823.1,,J14544780+3718234,223.69916666666666,37.30638888888888,50.6,9.7,L0,,23.11,,20.31,,16.27,15.64,15.32,,,,,,,,,,2008.0,,
2MASS J07291084-7843358,,J07291084-7843358,112.295,-78.72666666666667,57.0,?,L0,,,,,,15.44,14.95,14.64,,,,,,,,,,,,
SDSS J145255.58+272324.4,,,223.23166666666665,27.39,23.9,4.5,L0,,,,19.21,,14.92,14.36,14.08,,,,,,,,,,2010.0,,
SDSS J145037.69+082807.1,,J14503768+0828070,222.65708333333333,8.46861111111111,87.0,?,L0,,22.96,,20.58,,16.33,15.88,15.4,,,,,,,,,,2010.0,,
Lup 153927-344844,,,234.86375,-34.81222222222222,116.0,?,L0,,,23.86,,21.81,17.19,16.27,15.69,,,,,,,,,,2006.0,,
SDSS J154050.74+503324.4,,,235.21125,50.556666666666665,107.0,?,L0,,,,20.57,,16.66,16.42,15.7,,,,,,,,,,2010.0,,
DENIS-P J0605019-234227,,J06050196-2342270,91.25833333333334,-23.7075,24.7,4.4,L0,,,,,17.89,14.51,13.73,13.15,13.03,,,,,,,,,2004.0,,
SDSS J154343.91-014737.2,,J15434392-0147372,235.93291666666667,-1.793611111111111,73.4,14,L0,,23.0,,20.07,,15.96,15.26,14.95,,,,,,,,,,2008.0,,
USco J160606.29-233513.3,,J16060629-2335133,241.52625,-23.586944444444445,145.0,15,L0,,,,,,16.11,15.54,15.05,,,,,2250,,16.0,,,2008.0,,
SDSS J160510.15+042152.1,,J16051015+0421521,241.2925,4.364444444444444,60.3,11.5,L0,,21.71,,19.35,,15.24,14.38,13.82,,,,,,,,,,2008.0,,
SDSS J155644.35+172308.9,,,239.185,17.385833333333334,33.0,6.3,L0,,,,19.13,,14.67,13.87,13.35,,,,,,,,,,2010.0,,
SDSS J155526.15+001720.6,,J15552614+0017204,238.85916666666665,0.2891666666666667,44.0,3,L0,,22.48,,19.27,,14.95,14.23,13.82,13.82,,,,,,,,,2002.0,,
SDSS J155252.32-003501.9,,J15525231-0035019,238.21791666666667,-0.5838888888888889,38.4,7.4,L0,,23.17,,20.06,,15.99,15.4,15.01,,,,,,,,,,2008.0,,
SDSS J155215.38+065041.5,,J15521538+0650415,238.06416666666667,6.845,48.9,9.4,L0,,,,21.01,,16.78,15.91,15.63,,,,,,,,,,2009.0,,
SDSS J155132.71+544201.2,,,237.88625,54.70027777777778,41.0,?,L0,,,,20.04,,14.86,14.04,13.5,,,,,,,,,,2010.0,,
S Ori 61,,,84.71916666666667,-2.479444444444445,360.0,65,L0,,,,,22.78,19.6,,,,,,,,,,,,2000.0,,
S Ori 71,,,84.75083333333333,-2.618333333333333,360.0,65,L0,,,,,20.03,17.23,16.52,16.11,,15.77,15,,,,20.0,,,2002.0,,
SDSS J073519.59+410850.3,,J07351967+4108510,113.83166666666666,41.14722222222222,41.1,7.9,L0,,22.81,,19.68,,15.78,15.25,14.85,,,,,,,,,,2008.0,,
S Ori 58,,,84.765,-2.4266666666666663,360.0,65,L0,,,,,21.9,18.6,,16.87,,,,,,,12.0,,,2000.0,,P
SDSS J154914.17+502235.8,,,237.30916666666667,50.376666666666665,91.5,17.6,L0,,,,20.64,,16.26,15.7,15.2,,,,,,,,,,2010.0,,
DENIS-P J154747.2-242349,,J15474719-2423493,236.94666666666666,-24.396944444444443,28.0,3,L0,,,,,,13.97,13.27,12.74,,,,,,,,,,2009.0,,
USco J154722.82-213914.3,,J15472282-2139141,236.845,-21.653888888888886,145.0,15,L0,,,,,,16.03,15.13,14.42,,,,,2250,,16.0,,,2008.0,,
SDSS J154625.94+160917.9,,,236.60791666666665,16.154999999999998,65.6,12.5,L0,,,,19.82,,15.71,14.81,14.19,,,,,,,,,,2010.0,,
SDSS J154501.09+033714.3,,J15450107+0337140,236.25458333333333,3.6205555555555557,83.8,39.4,L0,,24.16,,20.38,,16.34,15.63,15.29,,,,,,,,,,2008.0,,
S Ori 52,,,85.03833333333333,-2.4422222222222225,360.0,65,L0,,,,22.27,20.95,17.4,,16.3,,,,,,,19.0,,,2000.0,,
2MASS J05464932-0757427 B,x,J05464932-0757427,86.70541666666666,-7.961944444444445,45.0,,L0,,,,,,,,,,,,,,,,128.3,3817.0,2012.0,,
2MASS J06272161-5308428,,J06272161-5308428,96.84,-53.14527777777778,24.1,2.2,L0,,,,,,16.39,,,,,,,1500,1.35,9.0,,,,,
DENIS-J055146.0-443412.2 B,x,J05514604-4434128,87.94208333333333,-44.57027777777778,100.0,20,L0,,,,,,,,,,,,,,,63.0,220.0,11500.0,,,
SDSS J154951.38+490450.1,,J15495134+4904502,237.46416666666667,49.080555555555556,65.8,12.6,L0,,23.56,,20.73,,16.25,15.32,15.07,,,,,,,,,,2008.0,,
SDSS J084934.05+591622.9,,,132.39208333333335,59.27305555555555,63.3,12.2,L0,,,,20.62,,16.29,15.38,15.03,,,,,,,,,,2010.0,,
SDSS J140409.90+400214.0,,J14040985+4002135,211.04125,40.03722222222222,57.6,11,L0,,22.91,,20.84,,,15.87,,,,,,,,,,,2008.0,,
ULAS J151145.75-021726.5,,,227.94083333333333,-2.290833333333333,,,L0,,,,,,17.42,16.78,,16.24,16.01,15.6,11.75,,,,,,2015.0,,
SDSS J105510.41+511026.1,,,163.79333333333332,51.17388888888889,113.7,21.9,L0,,,,20.68,,16.51,16.08,15.57,,,,,,,,,,2010.0,,
SDSS J105814.54+303159.8,,J10581455+3031594,164.56041666666667,30.53333333333333,54.7,10.4,L0,,22.37,,19.59,,15.62,15.07,14.6,,,,,,,,,,2008.0,,
SDSS J110008.19+295516.1,,J11000830+2955159,165.03416666666666,29.921111111111113,84.6,16.2,L0,,22.55,,19.93,,15.7,14.99,14.45,,,,,,,,,,2008.0,,
SDSS J130433.16+090706.9,,J13043318+0907070,196.13833333333332,9.118611111111111,38.2,7.3,L0,,21.32,,19.11,,15.29,14.57,13.95,,,,,,,,,,2010.0,,
SDSS J110148.04+544009.1,,J11014802+5440090,165.45,54.66916666666666,65.5,12.5,L0,,22.29,,19.45,,15.36,14.63,14.15,,,,,,,,,,2008.0,,
LSPM J1021+3704 B,x,J10215386+3704166,155.47458333333333,37.07138888888889,93.0,24.5,L0,,24.67,,21.85,,17.18,16.25,15.66,,,,,,,77.0,3000.0,300000.0,,,
SDSS J110212.06+162938.7,,,165.55041666666668,16.49416666666667,65.9,12.6,L0,,,,20.62,,16.52,15.57,15.23,,,,,,,,,,2010.0,,
SDSS J130317.69+181522.0,,,195.82375,18.25611111111111,82.6,38.8,L0,,,,20.59,,16.31,15.37,15.04,,,,,,,,,,2010.0,,
SDSS J130250.94+564037.8,,,195.71208333333334,56.67722222222222,75.6,14.5,L0,,,,20.55,,16.14,15.49,14.99,,,,,,,,,,2010.0,,
SDSS J105355.39+385737.5,,J10535541+3857376,163.48083333333332,38.96055555555556,70.4,13.5,L0,,22.83,,20.37,,16.1,15.42,14.86,,,,,,,,,,2008.0,,
SDSS J110555.02+042145.3,,J11055502+0421455,166.47916666666666,4.3625,49.5,9.6,L0,,23.93,,20.87,,16.42,15.78,,,,,,,,,,,2008.0,,
SDSS J110705.31+245448.5,,,166.77208333333334,24.91361111111111,69.9,13.5,L0,,,,20.51,,16.23,15.47,14.76,,,,,,,,,,2010.0,,
SDSS J110927.19-160653.7,,J11092745-1606515,167.36333333333334,-16.115000000000002,20.3,3.9,L0,,,,19.28,,14.97,14.35,13.89,,,,,,,,,,2010.0,,
SDSS J110938.29+235339.6,,,167.40958333333333,23.894444444444446,60.9,11.6,L0,,,,19.98,,15.7,15.01,14.58,,,,,,,,,,2010.0,,
NLTT 30510 B,x,J12221837+3643485,185.57666666666665,36.73027777777778,70.0,10,L0,,22.61,,20.21,,15.97,15.27,14.85,,,,,,,81.0,1635.0,95000.0,,UNCON,
SDSS J111316.95-000246.6,,J11131694-0002467,168.32041666666666,-0.04638888888888889,47.0,3,L0,,21.91,,19.43,,15.08,14.3,13.8,,,,,,,,,,2002.0,,
SDSS J111647.97+603730.7,,,169.2,60.625277777777775,85.0,39.9,L0,,,,20.18,,16.38,15.5,15.45,,,,,,,,,,2010.0,,
SDSS J111736.93+360935.9,,J11173691+3609359,169.40375,36.16,23.5,4.5,L0,,,,18.64,,14.27,13.46,12.96,,,,,,,,,,2003.0,,
WISE J121543.62-094729.1,,,183.93166666666667,-9.79138888888889,69.5,11.6,L0,,,,,,16.31,15.57,,14.95,14.45,14.04,>12.60,,,,,,2015.0,,
SDSS J125550.62+170059.7,,,193.96083333333334,17.016666666666666,67.8,13,L0,,,,20.45,,16.19,15.35,15.01,,,,,,,,,,2010.0,,
SDSS J130234.70+512600.8,,J13023465+5126012,195.64458333333334,51.433611111111105,33.5,6.4,L0,,22.73,,20.04,,15.54,15.02,14.37,,,,,,,,,,2002.0,,
2MASS J11224462-6533161,,J11224462-6533161,170.68583333333333,-65.55444444444444,23.75,8.7,L0,,,,,,13.59,12.87,12.39,,,,,,,,,,2012.0,,
SDSS J105339.22+642351.5,,,163.41333333333333,64.39777777777779,89.3,17.1,L0,,,,20.3,,16.32,15.34,15.16,,,,,,,,,,2010.0,,
SDSS J105259.70+334406.1,,,163.24875,33.735,83.8,16.1,L0,,,,20.69,,16.48,15.75,15.31,,,,,,,,,,2010.0,,
SDSS J103602.44+372448.5,,J10360244+3724491,159.01,37.41361111111111,36.2,7,L0,,,,20.86,,16.42,15.54,14.99,,14.9,14.60 >,12.35,,,,,,2009.0,,
SDSS J103730.42+461826.6,,,159.37666666666667,46.3075,44.4,8.5,L0,,,,20.22,,16.08,15.62,14.76,,,,,,,,,,2010.0,,
TWA 29,,J12451416-4429077,191.30916666666667,-44.48555555555556,78.99,12.92,L0,,,,,18.03,14.52,13.8,13.37,,12.99,12.62,,2300,1.24,18.0,,,,,
SDSS J104014.50+413116.4,,J10401456+4131170,160.06041666666667,41.52111111111111,99.7,46.8,L0,,22.69,,20.14,,16.72,16.04,15.8,,,,,,,,,,2008.0,,
SDSS J104121.86+244228.0,,,160.34125,24.70777777777778,63.4,12.2,L0,,,,20.8,,16.49,15.6,15.5,,,,,,,,,,2010.0,,
SDSS J131223.11+493126.3,,J13122313+4931263,198.09625,49.52388888888889,62.1,11.9,L0,,23.1,,20.35,,16.2,15.43,14.99,,,,,,,,,,2008.0,,
SDSS J104319.44+071232.4,,,160.83083333333335,7.208888888888889,53.2,10.2,L0,,,,20.53,,16.13,15.42,14.97,,,,,,,,,,2010.0,,
SDSS J131221.79+290935.0,,,198.09083333333334,29.15972222222222,34.9,6.7,L0,,,,19.89,,15.33,14.78,14.3,,,,,,,,,,2010.0,,
SDSS J131207.01+393744.5,,J13120707+3937445,198.02958333333333,39.62916666666667,25.9,4.9,L0,,,,,,14.17,13.41,12.95,,,,,,,,,,2004.0,,
SDSS J105318.15+433306.1,,J10531816+4333064,163.32583333333332,43.55166666666666,63.3,12.1,L0,,22.19,,19.77,,15.88,15.21,14.83,,,,,,,,,,2008.0,,
LP 213-67 B,x,J10471265+4026437,161.80291666666668,40.44555555555555,11.3,0.9,L0,,,,,,,,,,,,,,,75.0,2.8,15.0,2003.0,,
DENIS-P J104814.7-395606,,J10481463-3956062,162.06083333333333,-39.934999999999995,4.04,0.03,L0,17.35,,,,12.67,9.54,8.9,8.45,,,,,2450,,,,,,,
SDSS J131002.88+055404.2,,J13100288+0554042,197.51208333333332,5.901111111111112,72.2,13.8,L0,,23.02,,20.1,,16.08,15.4,14.78,,,,,,,,,,2008.0,,
SDSS J130831.01+081852.3,,J13083106+0818522,197.12958333333333,8.314444444444446,59.4,11.3,L0,,21.93,,19.6,,15.13,14.35,13.85,,,,,,,,,,2010.0,,
SDSS J104934.84+602029.4,,,162.395,60.34138888888889,76.0,?,L0,,,,20.67,,16.21,15.44,15.08,,,,,,,,,,2010.0,,
SDSS J105012.46+005803.1,,J10501247+0058032,162.55208333333334,0.9675,54.0,10.4,L0,,22.95,,20.38,,16.58,15.86,15.78,,,,,,,,,,2002.0,,
SDSS J130617.23+382029.6,,J13061727+3820296,196.57208333333332,38.34166666666667,34.0,4,L0,,,,19.13,,14.63,13.8,13.22,,,,,,,,,,2003.0,,
SDSS J105044.04+325843.5,,J10504406+3258436,162.68333333333334,32.97888888888889,62.2,12,L0,,23.02,,20.53,,16.42,15.73,15.28,,,,,,,,,,2008.0,,
SDSS J105110.69+314130.0,,,162.79458333333332,31.691666666666666,65.4,12.5,L0,,,,20.2,,15.79,14.96,14.7,,,,,,,,,,2010.0,,
2MASS J13060381-4815328,,J13060381-4815328,196.51583333333335,-48.259166666666665,54.52,20.82,L0,,,,,18.81,15.45,14.77,14.1,,,,,,,,,,2012.0,,
SDSS J104729.03+301639.7,,,161.87083333333334,30.27777777777778,91.0,17.5,L0,,,,20.48,,16.33,15.41,15.15,,,,,,,,,,2010.0,,
SDSS J103528.61+231840.0,,,158.86916666666667,23.311111111111114,55.8,10.7,L0,,,,20.54,,16.5,15.61,15.1,,,,,,,,,,2010.0,,
SDSS J112505.01+055642.3,,,171.27083333333334,5.945,57.0,?,L0,,,,20.04,,15.53,14.85,14.49,,,,,,,,,,2010.0,,
SDSS J112720.55+593633.0,,J11272055+5936331,171.83583333333334,59.60916666666667,95.0,?,L0,,24.08,,20.59,,16.82,15.76,15.56,,,,,,,,,,2008.0,,
SDSS J120249.99+420452.1,,J12025009+4204531,180.70833333333334,42.08111111111111,21.5,4.1,L0,,21.45,,18.87,,14.5,13.69,13.26,,,,,,,,,,2008.0,,
SDSS J120430.38+321259.4,,J12043036+3212595,181.12666666666667,32.21666666666667,26.0,2,L0,,,,18.16,,13.82,13.09,12.52,,,,,,,,,,2003.0,,
WD 1234+481 B,x,J12364518+4755223,189.18833333333333,47.922777777777775,158.73,,L0,,,,,,,,,,,,,,,,,,,,
SDSS J120543.42+605728.3,,,181.43083333333334,60.95777777777778,78.0,?,L0,,,,20.76,,16.32,15.43,15.21,,,,,,,,,,2010.0,,
SDSS J123517.24+315815.6,,J12351726+3158155,188.82166666666666,31.97111111111111,60.7,11.6,L0,,23.18,,20.35,,16.5,15.39,15.27,,,,,,,,,,2008.0,,
SDSS J123322.63+213805.1,,J12332269+2138059,188.34458333333333,21.634999999999998,50.0,9.6,L0,,23.37,,20.48,,16.21,15.51,14.99,,,,,,,,,,2010.0,,
SDSS J120821.72+445224.6,,J12082176+4452244,182.09041666666667,44.87361111111111,49.8,9.5,L0,,23.22,,20.24,,15.93,15.11,14.71,,,,,,,,,,2008.0,,
DENIS-P J1208.5+0149,,J12083152+0149248,182.13125,1.823611111111111,30.0,5.7,L0,,,,19.29,18.38,15.39,14.42,14.1,13.77,,,,,,,,,1999.0,,
SDSS J120906.49+323327.5,,,182.27708333333334,32.55777777777777,27.4,5.2,L0,,,,19.69,,15.3,14.61,14.17,,,,,,,,,,2010.0,,
SDSS J123815.58+621925.9,,,189.565,62.323888888888895,82.3,38.6,L0,,,,20.43,,16.3,15.76,15.22,,,,,,,,,,2008.0,,
2MASS J12321827-0951502,,J12321827-0951502,188.07625,-9.863888888888889,25.0,2,L0,,,,,,13.73,13.07,12.55,,,,,,,,,,2002.0,,
SDSS J122855.38+005044.1,,J12285538+0050440,187.23083333333332,0.8455555555555556,60.0,4,L0,,23.09,,20.17,,15.61,14.83,14.16,14.16,,,,,,,,,2002.0,,
SDSS J121210.99+605948.0,,J12121097+6059477,183.04583333333332,60.99666666666667,46.1,8.8,L0,,21.77,,19.01,,14.87,14.26,13.71,,,,,,,,,,2008.0,,
SDSS J121409.75+332356.0,,J12140975+3323561,183.54083333333332,33.39888888888889,106.7,20.7,L0,,23.15,,20.61,,16.46,15.77,15.45,,,,,,,,,,2008.0,,
SDSS J121433.60+372111.8,,J12143365+3721117,183.64,37.35333333333333,52.6,10.1,L0,,23.35,,20.16,,16.19,15.5,15.07,,,,,,,,,,2008.0,,
ULAS J113151.32-003620.8,,,172.96375,-0.6058333333333333,,,L0,,,,,,18.08,17.48,,16.91,16.8,16,>12.60,,,,,,2015.0,,
2MASS J11271382-3735076,,J11271382-3735076,171.8075,-37.58555555555556,62.2,8.4,L0,,,,,,16.47,,,,,,,2100,1.56,9.0,,,,,
SDSS J122818.53+583342.2,,J12281851+5833419,187.07708333333332,58.56166666666666,70.2,13.4,L0,,22.68,,19.99,,15.91,15.21,14.89,,,,,,,,,,2008.0,,
SDSS J122127.70+025719.7,,J12212770+0257198,185.36541666666668,2.9555555555555557,19.0,1,L0,,,,17.41,,13.17,12.41,11.95,,,,,2000,1.3,,,,2000.0,,
SDSS J121855.72+352022.9,,,184.73208333333332,35.33972222222222,63.8,12.2,L0,,,,20.66,,16.49,15.69,15.19,,,,,,,,,,2010.0,,
SDSS J123112.97+405027.9,,J12311299+4050277,187.80416666666667,40.84111111111111,54.2,10.3,L0,,21.94,,19.23,,15.24,14.57,14.1,,,,,,,,,,2008.0,,
SDSS J125437.60+293832.6,,J12543762+2938328,193.65666666666667,29.6425,60.3,11.5,L0,,21.99,,19.6,,15.46,14.6,14.18,,,,,,,,,,2008.0,,
SDSS J115948.00+383016.2,,,179.95,38.504444444444445,85.7,40.3,L0,,,,20.63,,16.39,15.74,15.3,,,,,,,,,,2008.0,,
SDSS J124036.80+152517.1,,J12403680+1525172,190.15333333333334,15.421388888888888,41.2,7.9,L0,,22.72,,19.82,,15.59,14.66,14.5,,,,,,,,,,2008.0,,
SDSS J113035.14-005225.7,,J11303515-0052256,172.64625,-0.8738888888888889,62.3,11.9,L0,,21.85,,19.03,,15.12,14.46,13.88,,,,,,,,,,2008.0,,
SDSS J113826.35+333114.1,,,174.61,33.52055555555555,49.2,9.4,L0,,,,20.07,,15.59,14.77,14.31,,,,,,,,,,2010.0,,
SDSS J113833.10+674040.3,,J11383308+6740403,174.63791666666665,67.67777777777778,50.0,6,L0,,21.82,,19.35,,15.22,14.48,13.95,,13.63,13.34 >,12.55,,,,,,2002.0,,
SDSS J113941.90-031004.1,,J11394192-0310039,174.92458333333335,-3.167777777777778,18.6,3.5,L0,,21.03,19.96,18.61,17.63,14.4,13.71,13.2,,,,,,,,,,2008.0,,
SDSS J125045.66+441853.6,,J12504567+4418551,192.69041666666666,44.315,88.1,41.4,L0,,22.79,,19.85,,16.45,16.16,15.11,,,,,,,,,,2008.0,,
SDSS J114144.14+411656.7,,J11414410+4116568,175.43375,41.2825,63.4,12.1,L0,,22.06,,19.55,,15.68,14.78,14.57,,,,,,,,,,2008.0,,
SDSS J114251.67+640020.0,,J11425170+6400198,175.71541666666667,64.00555555555556,87.0,16.8,L0,,24.1,,20.79,,16.6,16.19,15.76,,,,,,,,,,2008.0,,
SDSS J125044.67+041758.2,,J12504467+0417581,192.68625,4.299444444444444,74.9,14.4,L0,,23.25,,20.63,,16.49,16.01,15.47,,,,,,,,,,2008.0,,
SDSS J114804.26+025405.7,,J11480423+0254057,177.0175,2.9016666666666664,75.0,5,L0,,22.59,,20.36,,16.11,15.38,15.2,,,,,,,,,,2002.0,,
DENIS-P J1159+0057,,J11593850+0057268,179.91041666666666,0.9574999999999999,30.0,2,L0,,21.14,,18.51,17.32,14.08,13.31,12.81,12.67,,,,,,,,,1999.0,,
SDSS J114912.31-015300.6,,J11491231-0153003,177.30125,-1.8836111111111111,34.7,6.6,L0,,21.44,,18.6,,14.67,14.13,13.71,,,,,,,,,,2008.0,,
SDSS J124908.66+415728.5,,J12490872+4157286,192.28625,41.95805555555556,38.8,7.4,L0,,21.73,,19.33,,15.44,14.69,14.29,,,,,,,,,,2008.0,,
SDSS J115306.12+371653.4,,J11530603+3716535,178.27541666666667,37.28138888888889,71.2,13.6,L0,,23.28,,20.36,,16.38,15.79,15.56,,,,,,,,,,2008.0,,
ULAS J120315.34+095054.8,,,180.81375,9.848611111111111,,,L0,,23.89,,22.26,,17.94,17.31,,16.74,16.62,15.67,>12.68,,,,,,2015.0,,
SDSS J115435.31+623438.2,,J11543535+6234382,178.64708333333334,62.577222222222225,53.6,10.2,L0,,22.19,,19.6,,15.4,14.8,14.26,,,,,,,,,,2010.0,,
DENIS-P J115442.2-340039,,J11544223-3400390,178.67583333333334,-34.01083333333333,31.0,2,L0,,,,,17.9,14.2,13.33,12.85,,12.36,12.05,11.55,,,,,,2003.0,,
2MASS J12474944-1117551,,J12474944-1117551,191.95583333333335,-11.29861111111111,,,L0,,,,,,15.99,15.1,,14.73,,,,,,,,,2010.0,,
SDSS J124510.86-013230.9,,,191.29541666666665,-1.5419444444444443,84.0,16.3,L0,,,,20.76,,16.6,16.08,15.61,,,,,,,,,,2010.0,,
SDSS J115804.70+644720.4,,,179.51958333333334,64.78888888888889,81.0,?,L0,,,,20.43,,16.13,15.77,15.09,,,,,,,,,,2010.0,,
SDSS J124352.25+131021.3,,J12435228+1310215,190.96791666666667,13.172777777777776,51.6,9.8,L0,,21.68,,19.61,,15.58,14.85,14.45,,,,,,,,,,2008.0,,
SDSS J124921.22+541340.1,,J12492124+5413405,192.33833333333334,54.22777777777778,40.3,7.7,L0,,21.66,,19.0,,14.83,14.1,13.65,,,,,,,,,,2008.0,,
SDSS J103451.12+125840.7,,,158.71291666666667,12.978055555555555,63.9,12.3,L0,,,,20.51,,16.01,15.54,14.88,,,,,,,,,,2010.0,,
SDSS J131545.55+245407.3,,,198.94,24.901944444444442,51.1,9.8,L0,,,,19.84,,15.54,14.77,14.36,,,,,,,,,,2010.0,,
SDSS J131614.35+213329.9,,,199.06,21.558333333333334,64.8,12.5,L0,,,,20.84,,16.21,15.53,14.96,,,,,,,,,,2010.0,,
2MASS J09111297+7401081,,J09111297+7401081,137.80416666666667,74.01888888888888,17.0,1,L0,,,,,,12.92,12.21,11.75,,11.34,11.02,10.54,2000,,,,,2003.0,,
SDSS J091128.95+320644.7,,J09112901+3206447,137.87083333333334,32.112500000000004,44.6,8.5,L0,,23.13,,20.32,,15.9,15.22,14.78,,,,,,,,,,2008.0,,
SDSS J091206.35+420330.5,,J09120640+4203304,138.02666666666667,42.058611111111105,54.1,10.3,L0,,22.71,,20.03,,15.99,15.38,14.93,,,,,,,,,,2002.0,,
SDSS J091414.38+105719.5,,J09141439+1057195,138.56,10.955555555555556,49.8,9.5,L0,,22.49,,19.62,,15.5,14.81,14.26,,,,,,,,,,2008.0,,
SDSS J091524.33+383128.3,,J09152436+3831285,138.85125,38.52444444444444,87.9,16.9,L0,,22.76,,20.27,,16.24,15.32,14.74,,,,,,,,,,2008.0,,
SDSS J135825.72+423434.4,,,209.60708333333332,42.57611111111112,46.9,9,L0,,,,20.34,,16.16,15.32,14.9,,,,,,,,,,2010.0,,
SDSS J091659.10+512450.4,,J09165909+5124504,139.24625,51.413888888888884,35.6,6.8,L0,,21.35,,18.53,,14.41,13.73,13.18,,,,,,,,,,2008.0,,
SDSS J091750.33+294444.9,,J09175035+2944455,139.46,29.746111111111112,40.0,7.7,L0,,22.92,,20.22,,15.85,14.97,14.5,,,,,,,,,,2008.0,,
WISE J135307.51-085712.0,,,208.28125,-8.953333333333333,44.0,3,L0,,,,,,15.04,4.45,14.07,,13.73,13.35 >,12.24,,,,,,2013.0,,
DENIS-P J0909575-065818,,J09095749-0658186,137.48958333333334,-6.9719444444444445,23.53,2.33,L0,,,,,17.21,13.89,13.09,12.54,12.51,12.22,11.97,11.19,,,,,,1999.0,,
SDSS J135238.65+324002.4,,,208.16125,32.66722222222222,48.4,9.3,L0,,,,20.44,,16.05,15.29,14.99,,,,,,,,,,2010.0,,
SDSS J134925.25+504954.5,,J13492525+5049544,207.35541666666666,50.831944444444446,32.3,6.2,L0,,21.88,,19.14,,14.72,13.97,13.57,,,,,,,,,,2008.0,,
SDSS J092300.89+052801.5,,J09230087+0528013,140.75375,5.466944444444445,88.0,?,L0,,23.47,,20.36,,,15.91,15.74,,,,,,,,,,2010.0,,
SDSS J092532.11+283550.9,,,141.38375,28.5975,60.1,11.5,L0,,,,20.8,,16.53,15.85,15.24,,,,,,,,,,2010.0,,
SDSS J134845.94+035354.2,,J13484591+0353545,207.19125,3.8986111111111112,24.4,4.7,L0,,,,19.05,,14.63,13.76,13.23,,,,,,,,,,2008.0,,
DENIS-P J1347590-761005 B,x,J13475911-7610054,206.99625,-76.16805555555555,26.0,3,L0,,,,,,13.79,13.05,12.55,,,,,,,,420.0,,2007.0,,
SDSS J134515.82-025514.4,,J13451581-0255140,206.31583333333333,-2.9205555555555556,51.8,9.9,L0,,23.6,,20.3,,16.09,15.29,14.88,,,,,,,,,,2008.0,,
SDSS J093146.83+544227.1,,J09314688+5442272,142.945,54.7075,68.1,13,L0,,23.03,,20.08,,16.08,15.42,14.91,,,,,,,,,,2008.0,,
SDSS J093215.46+345624.8,,J09321544+3456254,143.06416666666667,34.94027777777777,93.3,17.9,L0,,23.26,,20.61,,16.73,15.7,14.98,,,,,,,,,,2010.0,,
SDSS J093237.47+672514.5,,,143.15625,67.42083333333333,62.6,12,L0,,,,20.2,,15.91,15.37,14.99,,,,,,,,,,2010.0,,
