Star Number,RA,Dec,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
8254,312.357066,-60.252505,312.35712015201,-60.25255131203,0.0011979,8.904E-4,159.32,6454567355981246336,312.35712015201,0.9343,-60.25255131203,1.164,,,,,,,,,166,3.6287,234.43,4.021,2.826,3,,,15,,false,75.2167,0.777866,20.996582,63.1934,36.5542,20.836863,128.75,19.473532,2.552,1.363331,,,0,,,,,,,0.011561,0.62805,0.051077,20.996582,0.011561,75.2167,1.298,0.9343,1.164,-0.1951,0.192751
8274,300.873064,-56.455844,300.8726825939,-56.45554816466,0.0083044,0.0063776,36.86,6447999393208658048,300.87309953678,0.3715,-56.4559044936,0.3692,7.2143,0.5651,12.7661,95.473,51.839,0.435,-80.174,0.478,461,1.1904,557.0,0.805,0.4674,95,1.056,0.1057,21,1.039,false,161.999,0.738848,20.163584,54.5433,7.73028,20.996689,272.055,18.661253,2.016,2.335436,,,0,,,,,481515421,,0.005667,0.153904,0.029736,20.148838,0.005609,164.215,0.634,7.1312,7.667,0.2483,1.307635
8280,340.966211,-56.062262999999994,340.96626120781,-56.06231116968,0.0067767,0.0035827,107.4,6505806801153258752,340.96626120781,6.5547,-56.06231116968,3.9742,,,,,,,,,83,4.9482,156.5,12.914,28.64,3,,,5,,false,68.3495,1.29278,21.100529,24.0538,5.14264,21.885584,91.6659,19.842375,1.693,2.043209,,,0,,,,,,,0.02072,0.232145,0.177337,21.100529,0.02072,68.3495,0.352,6.5547,3.9742,-0.3624,0.200634
8284,346.54233,1.070632,346.5421564575,1.07073061556,0.0222952,0.0185629,49.25,2652230472369657728,346.54237240204,0.786,1.07057539431,0.8934,5.7064,0.9456,6.0348,59.83,48.579,1.318,-34.925,1.263,115,0.7321,126.39,1.393,0.5259,95,0.6924,0.253,10,1.047,false,100.376,0.922427,20.683287,18.7571,5.27557,22.155626,165.937,19.198038,1.84,2.957588,,,0,,,109283465422885202,1237663463142327223,16412108,,0.010351,0.305383,0.099105,20.658285,0.010132,102.715,0.365,20.7871,20.2375,0.1793,0.718482
8293,318.611491,-59.38957,318.61146244377,-59.38964364181,0.0040167,0.0019618,144.2,6453386347348535936,318.61146244377,2.8378,-59.38964364181,3.4539,,,,,,,,,62,2.5563,87.99,6.316,2.519,3,,,5,,false,67.7317,1.93638,21.110386,34.3678,13.5616,21.498165,129.795,19.464748,2.424,2.033417,,,0,,,,,,,0.031162,0.428443,0.161918,21.110386,0.031162,67.7317,1.084,2.8378,3.4539,-0.5947,0.270229
8306,301.956734,-58.366856,301.95656656492,-58.36674885481,0.0061072,0.0045336,21.49,6444583378083917440,301.9567785423,0.26,-58.36691290655,0.2835,8.1864,0.3995,20.4912,44.589,25.015,0.293,-36.912,0.371,375,2.0718,500.85,1.413,2.835,95,1.0797,0.0766,20,1.076,false,242.257,0.829556,19.726677,43.9675,6.13849,21.230713,419.311,18.191553,1.912,3.03916,,,0,,,,,481579534,,0.004628,0.15161,0.023147,19.701086,0.004558,248.034,0.426,4.775,5.9204,0.2019,0.498724
8355,322.500065,-59.802279,322.50046021424,-59.80223595766,0.0071051,0.0051914,173.41,6452436158848815488,322.50008305927,0.2708,-59.80230206299,0.2937,10.0304,0.432,23.2212,45.201,-42.683,0.321,-14.874,0.434,632,0.8564,746.57,1.342,2.042,95,1.0295,0.0827,25,1.024,false,160.57,0.63865,20.173204,25.8801,3.04756,21.806128,282.583,18.62003,1.921,3.186098,,,0,,,,,486408123,,0.005123,0.127883,0.022684,20.147613,0.005038,164.4,0.413,5.2212,7.0833,-0.0725,0.732217
8370,326.608005,-45.056706999999996,326.60804909462,-45.05672422356,0.0374979,0.0059291,45.71,6565306804171239040,326.60804909462,27.1605,-45.05672422356,26.5246,,,,,,,,,66,4.8056,129.86,9.885,57.43,3,,,3,,false,63.3848,1.3136,21.182404,23.1528,9.31358,21.927032,140.664,19.377434,2.584,2.549599,,,0,,,,,,,0.022669,0.436763,0.14409,21.182404,0.022669,63.3848,1.171,27.1605,26.5246,0.9512,0.128136
8393,354.194073,-41.261072999999996,354.19425023437,-41.26086288904,0.0390009,0.0234684,89.0,6537001011184265216,354.19412355114,1.0441,-41.26112068236,1.6174,5.233,3.1019,1.687,61.835,-21.427,2.437,-58.003,1.535,236,1.7843,280.72,3.177,1.503,95,0.8252,0.2911,11,1.083,false,92.5974,1.13596,20.77087,53.6733,18.7686,21.014147,148.767,19.31663,2.186,1.697517,,,0,,,,,,,0.013602,0.379673,0.100124,20.76699,0.013555,92.929,0.892,38.9971,23.4748,0.0185,0.895646
8406,341.926309,-43.707867,341.9261785137,-43.70788667036,0.0246051,0.0145116,25.66,6543892951931394816,341.92635174876,0.7468,-43.70789681908,1.013,6.3313,1.25,5.0653,28.268,28.176,1.061,-2.283,1.442,258,1.7528,385.82,3.971,3.337,95,1.0849,0.2455,18,1.078,false,83.627,0.701326,20.881502,31.1631,4.8287,21.604439,162.126,19.223267,2.311,2.381172,,,0,,,,,,,0.009513,0.168257,0.054185,20.865941,0.009389,84.8341,0.922,16.8705,23.0518,0.3963,0.346875
8424,26.517464999999998,-48.057528999999995,26.51657388623,-48.05764177349,0.0168002,0.0105208,159.81,4941962960471561216,26.51763218491,0.6152,-48.05754453633,0.7599,8.6264,0.8801,9.8016,160.65,159.153,0.716,21.879,1.025,357,4.8351,524.31,4.494,11.28,95,0.9568,0.1982,27,1.187,false,105.331,0.72626,20.630972,27.9306,5.97838,21.72334,185.33,19.078032,2.025,2.645308,,,0,,,,,,,0.007977,0.232412,0.043318,20.610829,0.007848,107.304,0.596,11.4509,16.1805,-0.2999,2.182277
8426,30.667301,-9.810692999999999,30.66734423184,-9.81073058607,0.0043507,0.0020164,59.6,2462521217149651456,30.66734423184,3.8888,-9.81073058607,2.8056,,,,,,,,,93,2.6373,126.98,5.741,5.974,3,,,8,,false,71.7997,1.09388,21.04706,30.4106,7.38991,21.630981,117.521,19.572605,2.06,2.058376,,,0,,,96220306672817513,1237652899687564105,14928877,,0.016769,0.263854,0.154089,21.04706,0.016769,71.7997,0.717,3.8888,2.8056,0.5945,0.204518
8458,39.599242,-1.661751,39.59910900745,-1.66182165807,0.0322271,0.0231282,90.73,2496750147993346560,39.5992969726,1.2575,-1.66179390448,1.1183,6.7859,1.3113,5.175,42.733,42.274,2.016,6.245,1.461,113,3.4983,188.02,4.714,3.958,95,1.2515,0.4152,12,1.245,false,98.5981,1.12733,20.702696,48.9786,12.9314,21.113525,157.191,19.256824,2.091,1.856701,,,0,,,106000395991536337,1237678881037943667,15600310,,0.012716,0.286672,0.104367,20.696299,0.012645,99.1807,0.776,32.2259,23.1299,-0.0086,0.541973
8500,308.943092,-49.603075999999994,308.94302783574,-49.6033199204,0.0135979,0.002925,108.32,6475841123566642688,308.94302783574,12.9412,-49.6033199204,5.0973,,,,,,,,,42,2.7927,65.62,9.41,3.253,3,,,4,,false,59.6231,1.67234,21.24883,,,,99.5815,19.752449,,,,,0,,,,,,,0.030578,,0.177029,21.24883,0.030578,59.6231,,12.9412,5.0973,-0.7978,0.890782
8517,14.308959999999999,1.312455,14.30897801973,1.31240940659,0.0131717,0.002832,69.4,2537457714880412416,14.30897801973,12.3698,1.31240940659,5.3388,,,,,,,,,45,2.1148,61.16,6.064,1.961,3,,,5,,false,67.8726,1.82797,21.10813,49.1501,16.4015,21.109732,177.582,19.124401,3.341,1.985331,,,0,,,109570143089815362,1237678617424102155,16779560,,0.029371,0.362323,0.102033,21.10813,0.029371,67.8726,2.008,12.3698,5.3388,0.8252,0.176484
8535,311.939966,-60.732153,311.93989277297,-60.73204887673,0.0148663,0.0117157,145.66,6454518736951449984,311.94003060396,0.6442,-60.73220630629,0.6072,6.1015,0.9288,6.5695,38.53,15.162,0.782,-35.422,0.868,317,1.6863,400.49,2.347,2.076,95,1.2011,0.1695,20,1.067,false,112.194,0.735831,20.562445,30.3775,6.05046,21.632162,178.106,19.1212,1.858,2.510962,,,0,,,,,,,0.007635,0.21627,0.048312,20.544599,0.007527,114.053,0.45,12.8026,13.9412,-0.2186,0.396381
8539,311.117716,-46.426517999999994,311.11715818268,-46.42641331233,0.0196919,0.0119526,74.8,6482757704541247232,311.11778388435,0.8499,-46.42656258465,0.5885,5.966,1.0852,5.4976,102.687,97.04,1.186,-33.586,0.789,210,0.7481,233.95,1.393,0.4781,95,0.9857,0.2164,17,1.036,false,110.96,0.959903,20.574448,41.2533,6.93268,21.299894,180.938,19.104073,2.002,2.195822,,,0,,,,,487693170,,0.009788,0.182481,0.049023,20.562193,0.009687,112.22,0.64,19.2598,12.637,0.2546,1.434572
8551,33.324593,-39.473442,33.3246245597,-39.47345527399,0.0021071,8.402E-4,141.43,4963479608458207360,33.3246245597,1.4689,-39.47345527399,1.7287,,,,,,,,,189,3.3143,254.35,4.357,2.399,3,,,18,,false,74.6943,0.810562,21.004148,26.4075,6.30229,21.784225,134.437,19.426598,2.153,2.357628,,,0,,,,,,,0.0121,0.259132,0.148391,21.004148,0.0121,74.6943,0.768,1.4689,1.7287,-0.7169,0.099875
8564,10.826271,-1.864785,10.8262962307,-1.86480693146,0.0022861,0.0010559,76.86,2530538449552579456,10.8262962307,2.2391,-1.86480693146,1.1522,,,,,,,,,213,2.891,271.91,3.936,2.744,3,,,9,,false,,,,,,,129.399,19.468065,,,,,0,,,105760108263092698,1237679435596956419,,,,,0.071913,,,,,2.2391,1.1522,0.3529,0.120312
8592,314.428569,-48.256221,314.42859715915,-48.25625414445,0.00173,0.0013197,45.42,6481436946262711936,314.42859715915,1.5416,-48.25625414445,1.5356,,,,,,,,,111,12.7073,417.88,6.017,7.061,3,,,11,,false,84.9617,0.863127,20.86431,31.9208,7.96164,21.578358,137.691,19.40063,1.996,2.177727,,,0,,,,,,,0.011369,0.270817,0.071211,20.86431,0.011369,84.9617,0.636,1.5416,1.5356,0.2643,0.137087
8597,4.620913,-45.769472,4.62100815522,-45.76949802286,0.0019404,0.0013436,176.26,4978682491310637696,4.62100815522,1.3467,-45.76949802286,1.9382,,,,,,,,,103,2.2477,132.14,4.197,1.47,3,,,10,,false,69.2525,1.0242,21.086277,42.8051,9.91421,21.259802,122.355,19.528843,2.385,1.730959,,,0,,,,,,,0.016292,0.251486,0.085312,21.086277,0.016292,69.2525,1.086,1.3467,1.9382,-0.0488,0.256659
8607,308.341541,-43.635233,308.34159031836,-43.63527145905,0.0015513,9.565E-4,31.23,6676336239963849088,308.34159031836,1.147,-43.63527145905,1.4162,,,,,,,,,123,1.8735,148.41,3.557,1.854,3,,,9,,false,83.7455,0.911892,20.879963,41.1338,4.13784,21.303045,122.002,19.531979,1.948,1.771067,,,0,,,,,,,0.012139,0.109255,0.110706,20.879963,0.012139,83.7455,0.644,1.147,1.4162,0.4071,0.188894
8624,0.734637,0.742072,0.73471645668,0.74202854544,0.0012136,7.788E-4,140.49,2738332918702998400,0.73471645668,0.9784,0.74202854544,1.0594,,,,,,,,,307,3.7592,403.32,2.2,2.229,3,,,11,,false,124.108,0.748449,20.45287,30.4805,7.37847,21.628489,202.46,18.982048,1.877,2.646441,,,0,,,108890007344460801,,16582725,,0.007104,0.262841,0.043604,20.45287,0.007104,124.108,0.449,0.9784,1.0594,-0.4103,0.326006
8626,341.773778,-59.223217,341.77377036042,-59.2232636351,0.002328,0.0012348,150.6,6503363308358846080,341.77377036042,1.5695,-59.2232636351,2.1168,,,,,,,,,140,3.7446,205.47,6.762,3.912,3,,,12,,false,74.801,1.04158,21.002598,35.2946,11.751,21.469273,102.271,19.72351,1.839,1.745762,,,0,,,,,,,0.015368,0.361496,0.130612,21.002598,0.015368,74.801,0.538,1.5695,2.1168,-0.5014,0.168475
8634,35.300007,-10.079818,35.30006161787,-10.07987825996,0.0016649,8.966E-4,42.57,5175823238248672256,35.30006161787,1.3056,-10.07987825996,1.3679,,,,,,,,,145,2.6215,187.8,2.168,0.5475,3,,,8,,false,83.3968,1.03933,20.884493,24.6248,6.9252,21.86011,148.577,19.318016,2.077,2.542093,,,0,,,,,,,0.013809,0.305353,0.076229,20.884493,0.013809,83.3968,0.664,1.3056,1.3679,0.549,0.290754
8638,0.26648099999999997,-51.309450999999996,0.26638952029,-51.30953310195,0.0133232,0.0077064,149.61,4973471626533721344,0.26655913447,0.5058,-51.30947039952,0.5995,8.1644,0.9093,8.9787,27.716,23.856,0.6,14.108,0.765,771,36.0223,3739.75,7.293,60.73,95,0.6131,0.1376,31,2.05,false,180.478,1.12773,20.046307,38.4227,3.89386,21.377073,385.516,18.28279,2.349,3.094284,,,0,,,,,503761561,,0.007322,0.110067,0.016257,20.020716,0.007176,184.782,0.854,9.4671,12.1355,-0.4487,0.360196
8660,63.503553999999994,-48.574889999999996,63.50360422786,-48.57486300173,0.0120902,0.0026648,36.51,4830833705345201536,63.50360422786,7.506,-48.57486300173,9.8455,,,,,,,,,43,2.3686,61.69,0.0,0.0,3,,,5,,false,73.3149,2.37491,21.024385,42.6217,33.0239,21.264465,148.01,19.32217,2.6,1.942295,,,0,,,,,,,0.035278,0.841248,0.162279,21.024385,0.035278,73.3149,1.273,7.506,9.8455,0.9,0.154142
8697,20.575998,-39.567949999999996,20.57583423168,-39.568026393,0.0049264,0.0030137,122.09,5009217097446016000,20.57608376155,0.2083,-39.56796656525,0.1883,13.5024,0.3644,37.0546,45.325,43.28,0.276,13.461,0.229,925,3.6406,1307.28,1.733,7.526,95,1.0192,0.0522,26,1.086,false,250.646,0.487622,19.689714,31.531,2.86732,21.591698,434.215,18.153635,1.858,3.438063,,,0,,,,,9217921,,0.003472,0.098773,0.011926,19.664123,0.003442,256.624,0.313,4.4703,3.6562,-0.4182,0.53121
8701,71.898495,-55.431374,71.89834939306,-55.43157476825,0.0170554,0.0118097,144.44,4776511435726459136,71.89856466952,0.6053,-55.4313197797,0.6826,8.5292,0.7143,11.9415,63.615,27.483,0.866,57.372,0.971,195,0.6955,225.29,1.835,0.9725,95,1.2429,0.2081,17,1.034,false,105.652,0.787141,20.627668,27.4288,5.84356,21.743023,160.558,19.233818,1.779,2.509205,,,0,,,,,501074223,,0.008545,0.231327,0.083713,20.609853,0.008421,107.4,0.371,13.8091,15.4811,-0.3351,0.781568
8731,357.268125,-1.211074,357.26774891019,-1.21094978749,0.0175353,0.0133691,73.6,2641594758955089152,357.26820036623,0.7236,-1.21112965142,0.6751,8.4886,0.8588,9.8838,109.321,101.555,1.082,-40.469,0.863,151,-1.0057,150.65,0.0,0.0,95,1.1287,0.2203,14,0.939,false,105.85,0.87428,20.62564,46.9786,19.126,21.158792,177.958,19.1221,2.125,2.036692,,,0,,,106543572679957148,1237663275779097240,8728092,,0.009382,0.442036,0.062575,20.616192,0.009307,106.775,0.785,17.24,13.7477,0.1472,1.425569
8773,41.337607,-59.533449,41.33758210776,-59.53347981056,0.0308849,0.0202542,125.86,4726028836805610496,41.33768969885,0.8822,-59.53344828622,0.8424,5.013,0.95,5.2767,14.176,12.274,1.736,7.093,1.529,189,2.1833,239.76,3.462,2.153,95,0.9049,0.2718,17,1.114,false,100.25,0.843007,20.684652,27.2613,7.05024,21.749676,183.544,19.088543,2.103,2.661133,,,0,,,,,499869824,,0.009537,0.280804,0.051385,20.664244,0.009374,102.153,0.672,27.6999,24.43,-0.3814,0.119864
8786,328.406113,-58.138045999999996,328.40605937938,-58.13796283148,0.0102365,0.008635,140.65,6410781057751084032,328.40619157448,0.3955,-58.13810058961,0.4384,8.2536,0.5968,13.8297,34.745,15.701,0.583,-30.996,0.595,387,2.5244,493.59,1.938,2.488,95,0.7862,0.1337,25,1.092,false,120.876,0.646674,20.481512,48.982,7.46851,21.113451,215.345,18.915056,2.187,2.198395,,,0,,,,,488772352,,0.006429,0.165571,0.038595,20.469211,0.00637,122.254,0.824,9.3119,9.6248,-0.1653,0.316271
8795,318.671341,-43.665315,318.67138716646,-43.66538818249,0.0044225,0.0031524,66.37,6579927972358765696,318.67138716646,4.2442,-43.66538818249,3.3886,,,,,,,,,373,485.4855,795423.3,43.197,25440.0,3,,,20,,false,1896.44,25.3342,17.492517,100.781,6.75923,20.330097,4346.38,15.652576,2.345,4.677522,,,0,,,,,488272107,,0.014764,0.072872,0.004685,17.492517,0.014764,1896.44,0.63,4.2442,3.3886,0.2456,0.289593
8816,39.609587,-6.965287999999999,39.6096330689,-6.96539130636,0.021041,0.0167039,95.59,5178586104811216256,39.60960565853,0.7655,-6.9652970802,0.7045,9.025,0.9838,9.1734,22.067,-6.122,1.316,21.201,1.048,185,3.6628,275.93,3.322,5.366,95,0.8387,0.2429,14,1.198,false,115.116,0.954682,20.534527,24.3373,8.40811,21.872862,188.363,19.060406,1.848,2.812456,,,0,,,99640396095922001,1237679438279607306,15409936,,0.009416,0.375114,0.0524,20.51168,0.009237,117.564,0.395,21.004,16.7504,-0.0451,0.40671
8839,25.367862,-3.2151319999999997,25.36790498494,-3.21516523274,0.0043059,0.0016284,43.23,2481369801386724608,25.36790498494,3.179,-3.21516523274,3.3296,,,,,,,,,69,1.2189,78.04,1.264,0.1757,3,,,8,,false,68.1088,1.25687,21.104359,,,,122.993,19.523191,,,,,0,,,,,,,0.020225,,0.083319,21.104359,0.020225,68.1088,,3.179,3.3296,0.7491,0.195408
8871,36.72875,-51.388999,36.72924445772,-51.38870852743,0.0237234,0.0149521,9.27,4745886192897775232,36.72879517972,0.7918,-51.38904147103,1.0824,4.8867,1.0467,4.6684,97.935,-63.082,0.964,-74.912,1.497,244,3.7993,423.26,5.529,7.687,95,1.1486,0.3009,21,1.178,false,,,,,,,149.46,19.311584,,,,,0,,,,,503702918,,,,0.083251,,,,,15.2436,23.5372,0.1503,1.525576
8931,41.515822,-9.736658,41.51556794709,-9.73652896433,0.0034959,0.0033258,119.51,5173680874201719808,41.51585417053,0.1608,-9.73669414114,0.1627,21.2428,0.1978,107.3903,73.553,63.473,0.218,-37.165,0.209,233,-2.8559,287.95,0.713,2.754,95,0.9664,0.0511,16,0.868,false,701.25,1.80122,18.572685,54.0119,10.8487,21.007318,1258.38,16.998363,1.872,4.008955,,,0,,,96310415157136422,,15437036,,0.00392,0.218097,0.015271,18.547094,0.003874,717.974,0.251,3.4554,3.3679,-0.0428,1.01407
8936,42.567611,-46.247811,42.56719720409,-46.24791482101,0.0047317,0.0036229,5.9,4753252817723326592,42.56773949298,0.1821,-46.24781046245,0.1913,13.9338,0.2327,59.888,87.584,84.378,0.227,23.481,0.295,403,-0.2213,508.55,0.847,1.907,95,1.0,0.0562,27,0.991,false,351.389,1.10715,19.322895,31.6949,5.1927,21.58607,611.09,17.782633,1.829,3.803436,,,0,,,,,504503655,,0.004393,0.177902,0.016377,19.297304,0.004331,359.77,0.235,3.6364,4.7214,0.0551,1.095869
8968,333.56194800000003,-44.648275999999996,333.56117401994,-44.648092544,0.0137538,0.008598,21.56,6567218202056339328,333.56206083597,0.4294,-44.64833340397,0.5118,10.7518,0.8083,13.3011,151.948,141.955,0.595,-54.193,0.809,357,3.1231,473.72,2.511,4.276,95,1.3175,0.1383,20,1.119,false,142.336,0.707553,20.304081,34.6838,3.26169,21.488224,253.323,18.73871,2.023,2.749514,,,0,,,,,489957241,,0.00606,0.102142,0.028426,20.282228,0.005964,145.23,0.58,9.4596,13.176,0.316,2.089418
9038,11.56048,-46.325381,11.5601601019,-46.32517923773,0.023949,0.0121624,144.38,4976156152892947712,11.56060349352,0.8309,-46.32542889549,0.8608,4.6626,1.9497,2.3914,88.891,68.893,1.065,-56.173,1.294,295,3.2069,400.71,3.042,2.506,95,1.52,0.2218,17,1.135,false,82.441,0.659769,20.897009,34.2299,5.43605,21.502527,143.596,19.355038,2.157,2.14749,,,0,,,,,503978624,,0.009115,0.172448,0.066631,20.885613,0.009029,83.3109,0.801,17.0975,20.716,-0.569,1.077051
9039,333.03722,-63.369631,333.03692705884,-63.36948219319,0.013253,0.0101914,131.75,6405483301490902784,333.03728203429,0.5262,-63.36966533911,0.5964,8.7807,0.8155,10.7677,54.587,35.8,0.751,-41.208,0.728,378,3.0705,555.55,3.018,2.968,95,1.1476,0.1719,25,1.114,false,104.727,0.66604,20.637222,44.5661,9.36613,21.21603,190.954,19.045572,2.249,2.170458,,,0,,,,,486623582,,0.007434,0.228198,0.045344,20.625418,0.007365,105.872,0.89,11.9923,11.6488,-0.2553,0.714442
9049,4.7023269999999995,-43.846197,4.70236571375,-43.84629019626,0.0106519,0.0045205,160.72,4991826603064638848,4.70236571375,5.5301,-43.84629019626,10.1645,,,,,,,,,53,2.5409,76.53,6.806,1.517,3,,,4,,false,63.0334,1.6042,21.18844,72.9603,39.6394,20.680826,126.922,19.48905,3.171,1.191776,,,0,,,,,,,0.027769,0.589888,0.145296,21.18844,0.027769,63.0334,1.935,5.5301,10.1645,-0.5159,0.350239
9051,58.523207,-47.506374,58.52244991136,-47.5062467366,0.0148486,0.0091614,152.08,4831654112816797824,58.52336658299,0.5036,-47.5063831567,0.513,16.0274,0.5366,29.8685,142.666,139.325,0.676,-30.694,0.87,295,3.5375,432.34,3.243,5.778,95,1.072,0.1359,23,1.149,false,141.837,0.708008,20.307896,40.9839,8.3871,21.30701,262.676,18.699347,2.141,2.607664,,,0,,,,,502823500,,0.00608,0.222207,0.035234,20.288387,0.005994,144.408,0.718,10.6707,13.8039,-0.3835,1.89726
9063,29.131176999999997,-3.11958,29.13103274504,-3.11964235846,0.0153141,0.0105895,81.66,2504640140354955392,29.13122289021,0.7466,-3.1195911797,0.5954,9.517,0.9111,10.4462,44.244,42.719,0.954,11.515,0.665,186,4.2203,302.32,3.407,4.826,95,1.2094,0.1962,15,1.228,false,138.11,1.33732,20.336805,19.1375,3.17753,22.133827,251.358,18.747162,1.959,3.386665,,,0,,,104250291311696877,1237678888522351455,,,0.010868,0.180293,0.029912,20.311214,0.010632,141.404,0.421,15.2298,10.7103,0.1077,0.565056
9068,11.986156999999999,0.410543,11.98582711868,0.41068976553,0.0161032,0.0103383,42.94,2537067727555379456,11.98621519045,0.59,0.41049553154,0.3375,9.3564,0.6701,13.9625,97.64,87.314,0.828,-43.703,0.859,340,2.0024,436.99,2.055,3.14,95,0.9063,0.125,16,1.077,false,155.649,0.715803,20.207,41.5417,9.99505,21.292332,277.265,18.640657,2.048,2.651674,,,0,,,108490119860973142,1237657191447331684,16724826,,0.005703,0.261246,0.023809,20.18675,0.005622,158.579,0.619,13.3277,13.732,0.4154,1.299776
9092,311.879644,-60.651574,311.87972543757,-60.65162766393,0.0110003,0.002922,68.81,6454520145700723840,311.87972543757,10.3108,-60.65162766393,4.82,,,,,,,,,62,0.4642,61.4,0.0,6.655E-16,3,,,4,,false,,,,,,,88.6345,19.87889,,,,,0,,,,,,,,,0.253869,,,,,10.3108,4.82,0.7627,0.240768
9123,42.223189,-49.865863999999995,42.223248252,-49.86593325511,0.0104974,0.007783,178.94,4751511977284033664,42.22326345318,0.4367,-49.86586166585,0.5705,7.7412,0.5493,14.0927,16.258,2.205,0.487,16.108,0.671,346,2.8631,470.6,2.707,3.416,95,0.9023,0.1298,26,1.111,false,149.825,0.747391,20.24841,32.6478,6.11323,21.553907,259.113,18.714174,1.947,2.839733,,,0,,,,,,,0.006077,0.203321,0.029671,20.225142,0.005975,153.07,0.49,7.7841,10.4965,-0.0113,0.284718
9141,36.924745,-5.388513,36.92479835135,-5.3885210823,0.0140918,0.0039343,34.21,2488704952693229824,36.92479835135,8.5657,-5.3885210823,11.8611,,,,,,,,,59,8.8561,206.59,15.691,13.44,3,,,4,,false,69.0817,2.32311,21.088959,48.9054,29.6404,21.11515,156.005,19.265049,2.966,1.850102,,,0,,,,1237679440425976673,,,0.036615,0.658046,0.080977,21.088959,0.036615,69.0817,1.652,8.5657,11.8611,0.838,0.193417
9149,318.707488,-47.995728,318.70699943129,-47.99580116286,0.0137747,0.0104984,92.65,6479371655403431936,318.70754642116,0.688,-47.9957633137,0.511,8.7215,1.0809,8.0686,82.798,82.358,0.855,8.516,0.65,315,2.7727,413.84,2.801,3.11,95,0.9425,0.1845,18,1.112,false,121.003,0.707825,20.48038,26.7121,4.92952,21.771772,199.199,18.999678,1.867,2.772095,,,0,,,,,487829391,,0.006923,0.200384,0.036522,20.458166,0.006805,123.504,0.42,13.7685,10.5066,-0.0254,1.206105
9169,75.799796,-50.138903,75.7998118571,-50.13907694643,0.0098733,0.0067542,171.19,4785237679695919488,75.79983475719,0.3064,-50.13886031304,0.3879,6.3349,0.3649,17.3614,48.854,3.302,0.428,48.743,0.607,336,4.8964,499.54,2.174,4.838,95,1.3179,0.1032,27,1.195,false,238.707,1.16879,19.742704,32.302,4.13558,21.56547,425.683,18.175179,1.919,3.390291,,,0,,,,,501703720,,0.005988,0.139033,0.022993,19.717113,0.005878,244.4,0.381,6.8436,9.8115,-0.1169,0.627275
9214,313.882303,-43.928059999999995,313.88224144916,-43.9277789909,0.0099206,0.0081867,35.66,6484548431024616832,313.88232629053,0.5105,-43.9281168495,0.4113,11.4203,0.7082,16.1262,77.251,13.748,0.55,-76.018,0.582,281,2.8143,370.25,1.841,2.26,95,1.2588,0.1248,17,1.121,false,184.449,0.744639,20.022676,44.1295,7.02569,21.226719,315.092,18.5018,1.948,2.724918,,,0,,,,,487740762,,0.005177,0.172878,0.022221,20.001219,0.005105,188.13,0.508,8.8144,9.3674,0.1801,1.024143
9217,306.765182,-43.541131,306.76522200219,-43.5411556949,0.0034161,0.0012491,108.0,6679059253523868160,306.76522200219,3.2717,-43.5411556949,1.5892,,,,,,,,,103,2.1936,131.22,0.0,0.0,3,,,6,,false,74.9319,1.46539,21.0007,32.3391,20.561,21.564224,107.12,19.673216,1.861,1.891008,,,0,,,,,,,0.021411,0.690311,0.156748,21.0007,0.021411,74.9319,0.541,3.2717,1.5892,-0.5714,0.137115
9233,29.718995,-59.075278999999995,29.71854214236,-59.07538668309,0.0154396,0.0124448,147.08,4714703076765488000,29.71914829967,0.5896,-59.07525419797,0.5844,7.7827,0.7043,11.0508,76.166,70.09,0.835,29.809,0.913,283,4.2474,422.14,3.04,3.009,95,0.9391,0.1867,25,1.185,false,123.927,0.827294,20.45445,42.1436,7.26099,21.276712,205.675,18.964943,2.0,2.31177,,,0,,,,,503426088,,0.007754,0.187084,0.048772,20.440126,0.007665,125.573,0.621,13.3992,14.6191,-0.1945,0.923161
9241,36.626241,-7.802585,36.62627725386,-7.80261916122,0.0018301,0.0016536,128.14,5176805342650942080,36.62627725386,1.7649,-7.80261916122,1.7231,,,,,,,,,86,2.6479,118.73,4.375,2.493,3,,,8,,false,76.6852,1.12818,20.975588,47.1098,18.2381,21.155764,118.019,19.568018,2.153,1.587746,,,0,,,98630366262607250,1237653472514802258,15090263,,0.016209,0.420341,0.13648,20.975588,0.016209,76.6852,0.872,1.7649,1.7231,-0.0982,0.178449
